id,exercise_id,step_number,instruction,created_at
298,pull-ups-close-grip,2,"Повисните на турнике с полностью выпрямленными руками. Напрягите мышцы пресса и ягодиц, чтобы тело было прямым от головы до пят. Это исходное положение.",2025-11-08T14:10:00Z
299,pull-ups-close-grip,3,"На выдохе медленно подтяните тело вверх, активно вовлекая бицепсы и внутреннюю часть спины. Подтягивайтесь до тех пор, пока подбородок не окажется над перекладиной.",2025-11-08T14:10:00Z
300,pull-ups-close-grip,4,"Сделайте паузу на 1 секунду в верхней точке, максимально сжав бицепсы и мышцы спины. Держите корпус напряженным на протяжении всего движения.",2025-11-08T14:10:00Z
301,pull-ups-close-grip,5,"На вдохе медленно и контролируемо опустите тело вниз, полностью выпрямляя руки и возвращаясь в исходное положение.",2025-11-08T14:10:00Z
302,pull-ups-close-grip,6,"Повторите движение, сохраняя правильную технику. Узкий хват создает большую нагрузку на бицепсы, поэтому контролируйте движение в обеих фазах.",2025-11-08T14:10:00Z
303,pull-ups-underhand-grip,1,"Подойдите к турнику и возьмитесь за перекладину обратным хватом (ладони направлены к себе) примерно на ширине плеч. Плотно обхватите перекладину пальцами.",2025-11-08T14:15:00Z
304,pull-ups-underhand-grip,2,"Повисните на турнике с полностью выпрямленными руками. Напрягите мышцы пресса и ягодиц, чтобы тело было прямым от головы до пят. Это исходное положение.",2025-11-08T14:15:00Z
305,pull-ups-underhand-grip,3,"На выдохе медленно подтяните тело вверх, активно вовлекая бицепсы и нижнюю часть широчайших мышц. Подтягивайтесь до тех пор, пока подбородок не окажется над перекладиной.",2025-11-08T14:15:00Z
306,pull-ups-underhand-grip,4,"Сделайте паузу на 1 секунду в верхней точке, максимально сжав бицепсы и мышцы спины. Держите корпус напряженным на протяжении всего движения.",2025-11-08T14:15:00Z
307,pull-ups-underhand-grip,5,"На вдохе медленно и контролируемо опустите тело вниз, полностью выпрямляя руки и возвращаясь в исходное положение.",2025-11-08T14:15:00Z
308,pull-ups-underhand-grip,6,"Повторите движение, сохраняя правильную технику. Обратный хват максимально активирует бицепсы, что делает упражнение более легким для начинающих.",2025-11-08T14:15:00Z
309,pull-ups-neutral-grip,1,"Подойдите к турнику с параллельными рукоятками или используйте перекладину, взявшись за нее нейтральным хватом (ладони направлены друг к другу). Плотно обхватите рукоятки пальцами.",2025-11-08T14:20:00Z
310,pull-ups-neutral-grip,2,"Повисните на турнике с полностью выпрямленными руками. Напрягите мышцы пресса и ягодиц, чтобы тело было прямым от головы до пят. Это исходное положение.",2025-11-08T14:20:00Z
311,pull-ups-neutral-grip,3,"На выдохе медленно подтяните тело вверх, сводя лопатки вместе и активно вовлекая широчайшие мышцы и бицепсы. Подтягивайтесь до тех пор, пока подбородок не окажется над перекладиной.",2025-11-08T14:20:00Z
312,pull-ups-neutral-grip,4,"Сделайте паузу на 1 секунду в верхней точке, максимально сжав мышцы спины и рук. Держите корпус напряженным на протяжении всего движения.",2025-11-08T14:20:00Z
313,pull-ups-neutral-grip,5,"На вдохе медленно и контролируемо опустите тело вниз, полностью выпрямляя руки и возвращаясь в исходное положение.",2025-11-08T14:20:00Z
314,pull-ups-neutral-grip,6,"Повторите движение, сохраняя правильную технику. Нейтральный хват обеспечивает более естественное положение суставов, снижая нагрузку на плечи и локти.",2025-11-08T14:20:00Z
315,pull-ups-archer,1,"Подойдите к турнику и возьмитесь за него широким хватом, руки значительно шире плеч. Плотно обхватите перекладину пальцами.",2025-11-08T15:00:00Z
316,pull-ups-archer,2,"Повисните на турнике с полностью выпрямленными руками. Напрягите мышцы пресса и ягодиц, чтобы тело было прямым от головы до пят. Это исходное положение.",2025-11-08T15:00:00Z
317,pull-ups-archer,3,"На выдохе начните подтягиваться, одновременно смещая вес тела на одну руку (рабочую), а вторую руку вытягивайте в сторону, имитируя натяжение лука. Подтягивайтесь до тех пор, пока подбородок не окажется над перекладиной.",2025-11-08T15:00:00Z
318,pull-ups-archer,4,"Сделайте паузу на 1 секунду в верхней точке, максимально сжав мышцы рабочей руки и спины. Держите корпус напряженным и контролируйте баланс, предотвращая ротацию тела.",2025-11-08T15:00:00Z
319,pull-ups-archer,5,"На вдохе медленно и контролируемо опустите тело вниз, возвращаясь в исходное положение. Чередуйте рабочую руку в каждом подходе для равномерного развития обеих сторон.",2025-11-08T15:00:00Z
320,pull-ups-one-arm,1,"Подойдите к турнику и возьмитесь за него одной рукой (рабочей). Вторая рука может быть за спиной или вытянута в сторону для баланса. Плотно обхватите перекладину пальцами рабочей руки.",2025-11-08T15:05:00Z
321,pull-ups-one-arm,2,"Повисните на турнике с полностью выпрямленной рабочей рукой. Напрягите мышцы пресса, ягодиц и кора для максимальной стабильности. Это исходное положение.",2025-11-08T15:05:00Z
322,pull-ups-one-arm,3,"На выдохе мощно подтяните тело вверх одной рукой, активно вовлекая широчайшие мышцы, бицепс и стабилизаторы корпуса. Подтягивайтесь до тех пор, пока подбородок не окажется над перекладиной.",2025-11-08T15:05:00Z
323,pull-ups-one-arm,4,"Сделайте паузу на 1 секунду в верхней точке, максимально сжав мышцы рабочей руки и спины. Держите корпус напряженным и контролируйте баланс, предотвращая ротацию тела.",2025-11-08T15:05:00Z
324,pull-ups-one-arm,5,"На вдохе медленно и контролируемо опустите тело вниз, полностью выпрямляя рабочую руку и возвращаясь в исходное положение. Чередуйте рабочую руку в каждом подходе.",2025-11-08T15:05:00Z
325,pull-ups-weighted,1,"Подойдите к турнику и наденьте пояс для отягощений или жилет-утяжелитель. Закрепите дополнительный вес на поясе или наденьте жилет, убедившись, что вес надежно закреплен.",2025-11-08T15:10:00Z
326,pull-ups-weighted,2,"Возьмитесь за турник хватом на ширине плеч или шире. Плотно обхватите перекладину пальцами. Повисните на турнике с полностью выпрямленными руками.",2025-11-08T15:10:00Z
327,pull-ups-weighted,3,"Напрягите мышцы пресса и ягодиц, чтобы тело было прямым от головы до пят. Это исходное положение. Дополнительный вес увеличивает нагрузку, поэтому особенно важно поддерживать правильную технику.",2025-11-08T15:10:00Z
328,pull-ups-weighted,4,"На выдохе мощно подтяните тело вверх, сводя лопатки вместе и активно вовлекая широчайшие мышцы и бицепсы. Подтягивайтесь до тех пор, пока подбородок не окажется над перекладиной.",2025-11-08T15:10:00Z
329,pull-ups-weighted,5,"Сделайте паузу на 1 секунду в верхней точке, максимально сжав мышцы спины и рук. Держите корпус напряженным на протяжении всего движения.",2025-11-08T15:10:00Z
330,pull-ups-weighted,6,"На вдохе медленно и контролируемо опустите тело вниз, полностью выпрямляя руки и возвращаясь в исходное положение. Начните с небольшого дополнительного веса и постепенно увеличивайте нагрузку.",2025-11-08T15:10:00Z
331,pull-ups-l-sit,1,"Подойдите к турнику и возьмитесь за него хватом на ширине плеч или шире. Плотно обхватите перекладину пальцами. Повисните на турнике с полностью выпрямленными руками.",2025-11-08T15:15:00Z
332,pull-ups-l-sit,2,"Поднимите ноги перед собой, удерживая их в горизонтальном положении (L-сит). Напрягите мышцы пресса, ягодиц и кора для удержания ног. Это исходное положение.",2025-11-08T15:15:00Z
333,pull-ups-l-sit,3,"На выдохе мощно подтяните тело вверх, одновременно удерживая ноги в горизонтальном положении. Сводите лопатки вместе и активно вовлекайте широчайшие мышцы, бицепсы и мышцы кора.",2025-11-08T15:15:00Z
334,pull-ups-l-sit,4,"Подтягивайтесь до тех пор, пока подбородок не окажется над перекладиной. Сделайте паузу на 1 секунду в верхней точке, максимально сжав мышцы спины, рук и кора.",2025-11-08T15:15:00Z
335,pull-ups-l-sit,5,"Держите ноги в горизонтальном положении на протяжении всего движения. На вдохе медленно и контролируемо опустите тело вниз, полностью выпрямляя руки и возвращаясь в исходное положение, продолжая удерживать L-сит.",2025-11-08T15:15:00Z
336,pull-ups-behind-neck,1,"Подойдите к турнику и возьмитесь за него широким хватом, руки значительно шире плеч. Плотно обхватите перекладину пальцами.",2025-11-08T15:20:00Z
337,pull-ups-behind-neck,2,"Повисните на турнике с полностью выпрямленными руками. Напрягите мышцы пресса и ягодиц, чтобы тело было прямым от головы до пят. Это исходное положение.",2025-11-08T15:20:00Z
338,pull-ups-behind-neck,3,"На выдохе медленно подтяните тело вверх, направляя голову за перекладину, а не к груди. Сводите лопатки вместе и активно вовлекайте широчайшие мышцы, ромбовидные и задние дельты.",2025-11-08T15:20:00Z
339,pull-ups-behind-neck,4,"Подтягивайтесь до тех пор, пока перекладина не окажется за головой. Сделайте паузу на 1 секунду в верхней точке, максимально сжав мышцы верхней части спины и задних дельт.",2025-11-08T15:20:00Z
340,pull-ups-behind-neck,5,"Держите корпус напряженным и контролируйте движение, избегая чрезмерного растяжения плечевых суставов. На вдохе медленно и контролируемо опустите тело вниз, полностью выпрямляя руки и возвращаясь в исходное положение.",2025-11-08T15:20:00Z
341,explosive-pull-ups,1,"Подойдите к турнику и возьмитесь за него хватом на ширине плеч или шире. Плотно обхватите перекладину пальцами. Повисните на турнике с полностью выпрямленными руками.",2025-11-08T16:00:00Z
342,explosive-pull-ups,2,"Напрягите мышцы пресса и ягодиц, чтобы тело было прямым от головы до пят. Сделайте глубокий вдох и подготовьтесь к взрывному движению. Это исходное положение.",2025-11-08T16:00:00Z
343,explosive-pull-ups,3,"На мощном выдохе выполните взрывное подтягивание вверх, генерируя максимальную скорость и силу. Сводите лопатки вместе и активно вовлекайте широчайшие мышцы, бицепсы и мышцы кора.",2025-11-08T16:00:00Z
344,explosive-pull-ups,4,"Подтягивайтесь с максимальной скоростью, поднимая тело значительно выше обычного уровня - до уровня груди или выше. Сделайте короткую паузу в верхней точке, максимально сжав мышцы спины и рук.",2025-11-08T16:00:00Z
345,explosive-pull-ups,5,"На вдохе контролируемо опустите тело вниз, полностью выпрямляя руки и возвращаясь в исходное положение. Отдохните 1-2 секунды перед следующим взрывным повторением для восстановления.",2025-11-08T16:00:00Z
346,scapular-retraction-hang,1,"Подойдите к турнику и возьмитесь за него хватом на ширине плеч. Плотно обхватите перекладину пальцами. Повисните на турнике с полностью выпрямленными руками.",2025-11-08T16:05:00Z
347,scapular-retraction-hang,2,"Расслабьте плечи и позвольте им естественно опуститься вниз. Напрягите мышцы пресса и ягодиц, чтобы тело было прямым. Это исходное положение.",2025-11-08T16:05:00Z
348,scapular-retraction-hang,3,"На выдохе активно втяните лопатки вверх и назад, не сгибая руки в локтях. Представьте, что вы пытаетесь сжать карандаш между лопатками.",2025-11-08T16:05:00Z
349,scapular-retraction-hang,4,"Удерживайте втянутое положение лопаток на 1-2 секунды, максимально сжимая мышцы верхней части спины (ромбовидные и средние трапеции).",2025-11-08T16:05:00Z
350,scapular-retraction-hang,5,"На вдохе медленно расслабьте лопатки и вернитесь в исходное положение с опущенными плечами. Повторите движение, контролируя каждое втягивание лопаток.",2025-11-08T16:05:00Z
351,dead-hang,1,"Подойдите к турнику и возьмитесь за него хватом на ширине плеч или шире. Плотно обхватите перекладину пальцами.",2025-11-08T16:10:00Z
352,dead-hang,2,"Повисните на турнике с полностью выпрямленными руками и полностью расслабленными плечами. Позвольте телу естественно вытянуться под собственным весом.",2025-11-08T16:10:00Z
353,dead-hang,3,"Дышите глубоко и естественно, расслабляя все мышцы, кроме мышц хвата. Позвольте позвоночнику естественно растянуться под весом тела.",2025-11-08T16:10:00Z
354,dead-hang,4,"Удерживайте вис на протяжении заданного времени (10-60 секунд), сохраняя расслабленное положение плеч и естественное дыхание.",2025-11-08T16:10:00Z
355,dead-hang,5,"Когда почувствуете усталость в хвате или дискомфорт, аккуратно опуститесь на пол. Не прыгайте с турника - это может травмировать суставы.",2025-11-08T16:10:00Z
356,chest-to-bar-pull-ups,1,"Подойдите к турнику и возьмитесь за него хватом на ширине плеч или шире. Плотно обхватите перекладину пальцами. Повисните на турнике с полностью выпрямленными руками.",2025-11-08T16:15:00Z
357,chest-to-bar-pull-ups,2,"Напрягите мышцы пресса и ягодиц, чтобы тело было прямым от головы до пят. Сделайте глубокий вдох и подготовьтесь к мощному подтягиванию. Это исходное положение.",2025-11-08T16:15:00Z
358,chest-to-bar-pull-ups,3,"На выдохе мощно подтяните тело вверх, сводя лопатки вместе и активно вовлекая широчайшие мышцы, бицепсы и мышцы кора. Подтягивайтесь до касания грудью перекладины.",2025-11-08T16:15:00Z
359,chest-to-bar-pull-ups,4,"Сделайте паузу на 1 секунду в верхней точке, когда грудь касается перекладины, максимально сжав мышцы спины и рук. Убедитесь, что вы достигли полной амплитуды движения.",2025-11-08T16:15:00Z
360,chest-to-bar-pull-ups,5,"На вдохе медленно и контролируемо опустите тело вниз, полностью выпрямляя руки и возвращаясь в исходное положение. Контролируйте движение на протяжении всей амплитуды.",2025-11-08T16:15:00Z
361,muscle-up,1,"Подойдите к турнику и возьмитесь за него хватом на ширине плеч или немного шире. Плотно обхватите перекладину пальцами. Повисните на турнике с полностью выпрямленными руками.",2025-11-08T16:20:00Z
362,muscle-up,2,"Напрягите мышцы пресса и ягодиц, чтобы тело было прямым. Сделайте глубокий вдох и подготовьтесь к взрывному подтягиванию. Это исходное положение.",2025-11-08T16:20:00Z
363,muscle-up,3,"На мощном выдохе выполните взрывное подтягивание вверх, генерируя максимальную скорость. Подтягивайтесь до уровня груди, активно вовлекая широчайшие мышцы, бицепсы и мышцы кора.",2025-11-08T16:20:00Z
364,muscle-up,4,"В верхней точке подтягивания быстро переведите запястья над перекладиной, одновременно наклоняя корпус вперед. Это критический момент перехода от подтягивания к отжиманию.",2025-11-08T16:20:00Z
365,muscle-up,5,"Как только запястья окажутся над перекладиной, мощно выжмите тело вверх, выпрямляя руки и завершая отжимание на перекладине. В верхней точке руки должны быть полностью выпрямлены.",2025-11-08T16:20:00Z
366,muscle-up,6,"На вдохе медленно и контролируемо опустите тело вниз, выполняя обратное движение: сначала согните руки в локтях, затем переведите запястья под перекладину и опуститесь в исходное положение виса.",2025-11-08T16:20:00Z
367,pull-ups-rings,1,"Подойдите к гимнастическим кольцам и возьмитесь за них хватом на ширине плеч. Плотно обхватите кольца пальцами, ладони направлены вперед. Повисните на кольцах с полностью выпрямленными руками.",2025-11-08T17:00:00Z
368,pull-ups-rings,2,"Напрягите мышцы пресса и ягодиц, чтобы тело было прямым. Активно контролируйте стабильность колец, не допуская их разворота наружу. Сделайте глубокий вдох и подготовьтесь к подтягиванию.",2025-11-08T17:00:00Z
369,pull-ups-rings,3,"На мощном выдохе подтяните тело вверх, активно вовлекая широчайшие мышцы, бицепсы и мышцы кора. Контролируйте кольца на протяжении всего движения, держите локти направленными назад под углом 45 градусов.",2025-11-08T17:00:00Z
370,pull-ups-rings,4,"Подтягивайтесь до тех пор, пока подбородок не окажется выше уровня колец или грудь не коснется колец. В верхней точке сведите лопатки вместе и напрягите мышцы спины.",2025-11-08T17:00:00Z
371,pull-ups-rings,5,"На вдохе медленно и контролируемо опустите тело вниз, полностью выпрямляя руки и возвращаясь в исходное положение. Продолжайте контролировать кольца на протяжении всей амплитуды движения.",2025-11-08T17:00:00Z
372,pull-ups-rings-wide-grip,1,"Подойдите к гимнастическим кольцам и возьмитесь за них широким хватом (значительно шире плеч, примерно на ширину вытянутых рук в стороны). Плотно обхватите кольца пальцами, ладони направлены вперед. Повисните на кольцах с полностью выпрямленными руками.",2025-11-08T17:05:00Z
373,pull-ups-rings-wide-grip,2,"Напрягите мышцы пресса и ягодиц, чтобы тело было прямым. Активно контролируйте стабильность колец, не допуская их разворота наружу. Широкий хват требует хорошей гибкости плеч, поэтому убедитесь в комфортном положении перед началом.",2025-11-08T17:05:00Z
374,pull-ups-rings-wide-grip,3,"На мощном выдохе подтяните тело вверх, активно вовлекая широчайшие мышцы и верхнюю часть спины. Контролируйте кольца на протяжении всего движения, держите локти направленными в стороны для максимального акцента на широчайшие.",2025-11-08T17:05:00Z
375,pull-ups-rings-wide-grip,4,"Подтягивайтесь до тех пор, пока подбородок не окажется выше уровня колец или грудь не коснется колец. В верхней точке сведите лопатки вместе и напрягите мышцы спины, фокусируясь на широчайших мышцах.",2025-11-08T17:05:00Z
376,pull-ups-rings-wide-grip,5,"На вдохе медленно и контролируемо опустите тело вниз, полностью выпрямляя руки и возвращаясь в исходное положение. Продолжайте контролировать кольца на протяжении всей амплитуды движения, не допуская потери контроля.",2025-11-08T17:05:00Z
377,trx-row-standing,1,"Подойдите к TRX петлям и возьмитесь за рукоятки хватом на ширине плеч, ладони направлены друг к другу. Отойдите назад, наклоняя корпус назад, пока руки не будут полностью выпрямлены. Стопы должны быть устойчиво поставлены на пол.",2025-11-08T17:10:00Z
378,trx-row-standing,2,"Напрягите мышцы пресса и ягодиц, чтобы тело было прямым от головы до пяток. Активно контролируйте стабильность TRX петель, не допуская их раскачивания. Сделайте глубокий вдох и подготовьтесь к подтягиванию.",2025-11-08T17:10:00Z
379,trx-row-standing,3,"На мощном выдохе подтяните тело к рукояткам TRX, активно вовлекая широчайшие мышцы, ромбовидные, средние дельты и бицепсы. Контролируйте петли на протяжении всего движения, держите локти направленными назад.",2025-11-08T17:10:00Z
380,trx-row-standing,4,"Подтягивайтесь до тех пор, пока грудь не окажется на уровне рукояток или руки не согнутся в локтях под углом 90 градусов. В верхней точке сведите лопатки вместе и напрягите мышцы спины.",2025-11-08T17:10:00Z
381,trx-row-standing,5,"На вдохе медленно и контролируемо верните тело в исходное положение, полностью выпрямляя руки. Продолжайте контролировать TRX петли на протяжении всей амплитуды движения, не допуская потери контроля.",2025-11-08T17:10:00Z
382,trx-pull-ups-assisted,1,"Подойдите к TRX петлям и возьмитесь за рукоятки хватом на ширине плеч, ладони направлены вперед. Отойдите назад, наклоняя корпус назад, пока руки не будут полностью выпрямлены. Ноги должны быть на земле для поддержки.",2025-11-08T17:15:00Z
383,trx-pull-ups-assisted,2,"Напрягите мышцы пресса и ягодиц, чтобы тело было прямым. Ноги на земле создают поддержку, что облегчает выполнение упражнения. Активно контролируйте стабильность TRX петель, не допуская их раскачивания.",2025-11-08T17:15:00Z
384,trx-pull-ups-assisted,3,"На мощном выдохе подтяните тело вверх, активно вовлекая широчайшие мышцы, бицепсы и мышцы спины. Контролируйте петли на протяжении всего движения, держите локти направленными назад под углом 45 градусов.",2025-11-08T17:15:00Z
385,trx-pull-ups-assisted,4,"Подтягивайтесь до тех пор, пока подбородок не окажется выше уровня рукояток или грудь не коснется рукояток. В верхней точке сведите лопатки вместе и напрягите мышцы спины.",2025-11-08T17:15:00Z
386,trx-pull-ups-assisted,5,"На вдохе медленно и контролируемо опустите тело вниз, полностью выпрямляя руки и возвращаясь в исходное положение. Продолжайте контролировать TRX петли на протяжении всей амплитуды движения. Можно регулировать сложность изменением угла наклона тела.",2025-11-08T17:15:00Z
387,lat-pulldown-wide-grip,1,"Сядьте на тренажер верхней тяги и зафиксируйте бедра под валиками. Возьмитесь за рукоятку широким хватом (примерно на ширину вытянутых рук в стороны), ладони направлены вперед. Ноги должны быть устойчиво поставлены на пол.",2025-11-08T18:00:00Z
388,lat-pulldown-wide-grip,2,"Слегка отклонитесь назад, сохраняя естественный прогиб в пояснице. Напрягите мышцы пресса и ягодиц для стабилизации корпуса. Руки должны быть полностью выпрямлены, это исходное положение.",2025-11-08T18:00:00Z
389,lat-pulldown-wide-grip,3,"На мощном вдохе подтяните рукоятку вниз к верхней части груди, активно вовлекая широчайшие мышцы и мышцы спины. Держите локти направленными вниз и немного в стороны, не разводите их слишком широко.",2025-11-08T18:00:00Z
390,lat-pulldown-wide-grip,4,"Подтягивайте рукоятку до тех пор, пока она не окажется на уровне верхней части груди или подбородка. В нижней точке сведите лопатки вместе и напрягите мышцы спины, задержитесь на 1 секунду.",2025-11-08T18:00:00Z
391,lat-pulldown-wide-grip,5,"На выдохе медленно и контролируемо верните рукоятку в исходное положение, полностью выпрямляя руки. Контролируйте движение на протяжении всей амплитуды, не допуская резких движений или использования инерции.",2025-11-08T18:00:00Z
392,lat-pulldown-medium-grip,1,"Сядьте на тренажер верхней тяги и зафиксируйте бедра под валиками. Возьмитесь за рукоятку хватом примерно на ширине плеч, ладони направлены вперед. Ноги должны быть устойчиво поставлены на пол.",2025-11-08T18:05:00Z
393,lat-pulldown-medium-grip,2,"Слегка отклонитесь назад, сохраняя естественный прогиб в пояснице. Напрягите мышцы пресса и ягодиц для стабилизации корпуса. Руки должны быть полностью выпрямлены, это исходное положение.",2025-11-08T18:05:00Z
394,lat-pulldown-medium-grip,3,"На мощном вдохе подтяните рукоятку вниз к груди, активно вовлекая широчайшие мышцы, бицепсы и мышцы спины. Держите локти направленными вниз и немного в стороны.",2025-11-08T18:05:00Z
395,lat-pulldown-medium-grip,4,"Подтягивайте рукоятку до тех пор, пока она не коснется верхней части груди. В нижней точке сведите лопатки вместе и напрягите мышцы спины, задержитесь на 1 секунду.",2025-11-08T18:05:00Z
396,lat-pulldown-medium-grip,5,"На выдохе медленно и контролируемо верните рукоятку в исходное положение, полностью выпрямляя руки. Контролируйте движение на протяжении всей амплитуды, не допуская резких движений или использования инерции.",2025-11-08T18:05:00Z
397,lat-pulldown-close-grip,1,"Сядьте на тренажер верхней тяги и зафиксируйте бедра под валиками. Возьмитесь за рукоятку узким хватом (уже ширины плеч, примерно на ширине груди), ладони направлены вперед. Ноги должны быть устойчиво поставлены на пол.",2025-11-08T18:10:00Z
398,lat-pulldown-close-grip,2,"Слегка отклонитесь назад, сохраняя естественный прогиб в пояснице. Напрягите мышцы пресса и ягодиц для стабилизации корпуса. Руки должны быть полностью выпрямлены, это исходное положение.",2025-11-08T18:10:00Z
399,lat-pulldown-close-grip,3,"На мощном вдохе подтяните рукоятку вниз к груди, активно вовлекая широчайшие мышцы, бицепсы и внутреннюю часть спины. Держите локти направленными вниз и близко к телу.",2025-11-08T18:10:00Z
400,lat-pulldown-close-grip,4,"Подтягивайте рукоятку до тех пор, пока она не коснется нижней части груди. В нижней точке сведите лопатки вместе и напрягите мышцы спины и бицепсы, задержитесь на 1 секунду.",2025-11-08T18:10:00Z
401,lat-pulldown-close-grip,5,"На выдохе медленно и контролируемо верните рукоятку в исходное положение, полностью выпрямляя руки. Контролируйте движение на протяжении всей амплитуды, не допуская резких движений или использования инерции.",2025-11-08T18:10:00Z
402,lat-pulldown-underhand-grip,1,"Сядьте на тренажер верхней тяги и зафиксируйте бедра под валиками. Возьмитесь за рукоятку обратным хватом (ладони направлены к себе), хват примерно на ширине плеч или немного уже. Ноги должны быть устойчиво поставлены на пол.",2025-11-08T18:15:00Z
403,lat-pulldown-underhand-grip,2,"Слегка отклонитесь назад, сохраняя естественный прогиб в пояснице. Напрягите мышцы пресса и ягодиц для стабилизации корпуса. Руки должны быть полностью выпрямлены, это исходное положение.",2025-11-08T18:15:00Z
404,lat-pulldown-underhand-grip,3,"На мощном вдохе подтяните рукоятку вниз к груди, активно вовлекая бицепсы, нижнюю часть широчайших мышц и мышцы спины. Держите локти направленными вниз и близко к телу.",2025-11-08T18:15:00Z
405,lat-pulldown-underhand-grip,4,"Подтягивайте рукоятку до тех пор, пока она не коснется нижней части груди. В нижней точке сведите лопатки вместе и максимально напрягите бицепсы и мышцы спины, задержитесь на 1 секунду.",2025-11-08T18:15:00Z
406,lat-pulldown-underhand-grip,5,"На выдохе медленно и контролируемо верните рукоятку в исходное положение, полностью выпрямляя руки. Контролируйте движение на протяжении всей амплитуды, не допуская резких движений или использования инерции.",2025-11-08T18:15:00Z
407,lat-pulldown-neutral-grip,1,"Сядьте на тренажер верхней тяги и зафиксируйте бедра под валиками. Возьмитесь за параллельные рукоятки нейтральным хватом (ладони направлены друг к другу), хват примерно на ширине плеч. Ноги должны быть устойчиво поставлены на пол.",2025-11-08T18:20:00Z
408,lat-pulldown-neutral-grip,2,"Слегка отклонитесь назад, сохраняя естественный прогиб в пояснице. Напрягите мышцы пресса и ягодиц для стабилизации корпуса. Руки должны быть полностью выпрямлены, это исходное положение.",2025-11-08T18:20:00Z
409,lat-pulldown-neutral-grip,3,"На мощном вдохе подтяните рукоятки вниз к груди, активно вовлекая широчайшие мышцы, бицепсы и мышцы спины. Держите локти направленными вниз и близко к телу.",2025-11-08T18:20:00Z
410,lat-pulldown-neutral-grip,4,"Подтягивайте рукоятки до тех пор, пока они не коснутся груди. В нижней точке сведите лопатки вместе и напрягите мышцы спины и рук, задержитесь на 1 секунду.",2025-11-08T18:20:00Z
411,lat-pulldown-neutral-grip,5,"На выдохе медленно и контролируемо верните рукоятки в исходное положение, полностью выпрямляя руки. Контролируйте движение на протяжении всей амплитуды, не допуская резких движений или использования инерции.",2025-11-08T18:20:00Z
412,lat-pulldown-behind-neck,1,"Сядьте на тренажер верхней тяги и зафиксируйте бедра под валиками. Возьмитесь за рукоятку широким хватом (примерно на ширину вытянутых рук в стороны), ладони направлены вперед. Ноги должны быть устойчиво поставлены на пол. Убедитесь, что у вас достаточная гибкость плечевых суставов для безопасного выполнения упражнения.",2025-11-08T19:00:00Z
413,lat-pulldown-behind-neck,2,"Слегка наклонитесь вперед, сохраняя естественный прогиб в пояснице. Напрягите мышцы пресса и ягодиц для стабилизации корпуса. Руки должны быть полностью выпрямлены, это исходное положение. Важно: убедитесь, что ваши плечи имеют достаточную гибкость для безопасного выполнения.",2025-11-08T19:00:00Z
414,lat-pulldown-behind-neck,3,"На мощном вдохе медленно и контролируемо подтяните рукоятку за голову к задней части шеи, активно вовлекая широчайшие мышцы и верхнюю часть спины. Держите локти направленными вниз и немного в стороны.",2025-11-08T19:00:00Z
415,lat-pulldown-behind-neck,4,"Подтягивайте рукоятку до тех пор, пока она не окажется на уровне задней части шеи или верхней части трапеций. В нижней точке сведите лопатки вместе и напрягите мышцы верхней части спины и задние дельты, задержитесь на 1 секунду. НЕ допускайте болевых ощущений в плечах.",2025-11-08T19:00:00Z
416,lat-pulldown-behind-neck,5,"На выдохе медленно и контролируемо верните рукоятку в исходное положение, полностью выпрямляя руки. Контролируйте движение на протяжении всей амплитуды, не допуская резких движений или использования инерции. При малейшем дискомфорте в плечах прекратите выполнение.",2025-11-08T19:00:00Z
