id,exercise_id,level,message,related_body_part,recommendations,created_at
133,archer-push-ups,important,"Не выполняйте упражнение при усталости или потере контроля - это может привести к серьезным травмам. Односторонняя нагрузка требует максимальной концентрации и контроля. При первых признаках усталости, потери техники или дискомфорта немедленно прекратите упражнение и отдохните. Не пытайтесь выполнить больше повторений, чем можете с правильной техникой.",shoulder,"{""recommendations"":[""Начинайте с минимального количества повторений (1-2 на каждую сторону)"",""При усталости немедленно прекратите упражнение"",""Не пытайтесь выполнить больше повторений, чем можете с правильной техникой"",""Отдыхайте между подходами не менее 2-3 минут"",""Слушайте свое тело и не игнорируйте сигналы усталости""]}",2024-01-15T10:00:00Z
134,barbell-floor-press,critical,"Никогда не выполняйте жим на полу без выставленных страховочных упоров или надежного страховщика. При отказе штанга может прижать грудную клетку и шею, что приводит к тяжелым травмам.",shoulder,"{""recommendations"":[""Всегда выставляйте ограничители чуть выше уровня груди"",""Используйте страховщика при работе с весами выше 80% 1ПМ"",""Перед подходом убедитесь, что стойки и ограничители зафиксированы"",""Не пытайтесь увеличить вес, если нет возможности безопасно сбросить штангу""]}",2025-11-08T10:00:00Z
135,barbell-floor-press,important,"Контролируйте траекторию и положение локтей. Разведение локтей на 90° резко увеличивает нагрузку на переднюю часть плечевого сустава и может привести к растяжению капсулы.",shoulder,"{""recommendations"":[""Держите локти под углом ~45° к корпусу"",""Следите за проекцией запястья над локтем на всем протяжении движения"",""Используйте зеркальный контроль или съемку для оценки техники"",""При дискомфорте уменьшите вес и амплитуду""]}",2025-11-08T10:00:00Z
136,barbell-floor-press,notice,"Следите за контролируемой паузой в точке касания локтей с полом. Отскок штанги или потеря напряжения лишает упражнение защитного эффекта и снижает тренировочную ценность.",,"{""recommendations"":[""Замедляйте фазу опускания за 2 секунды до касания"",""Сохраняйте напряжение в спине и трицепсах, не расслабляйтесь на полу"",""При необходимости используйте темп 2-1-1-0 или команду 'стоп' для фиксированной паузы"",""Откажитесь от подхода, если не можете контролировать касание""]}",2025-11-08T10:00:00Z
138,hammer-strength-chest-press,critical,"ВСЕГДА фиксируйте блины и проверяйте упоры перед началом подхода. Соскальзывающий груз может привести к травме плечевого пояса и грудной клетки.",shoulder,"{""recommendations"":[""Используйте замки или стопора на штангах тренажёра перед каждым подходом"",""Проверяйте, что платформа и упоры установлены симметрично"",""Не перегружайте тренажёр суммарным весом сверх паспортной нормы""]}",2025-11-08T10:15:00Z
139,hammer-strength-chest-press,important,"Отрегулируйте высоту сиденья так, чтобы рукоятки находились на уровне середины груди. Неправильная настройка перегружает плечевые суставы и снижает эффективность упражнения.",shoulder,"{""recommendations"":[""Сядьте так, чтобы локти в нижней точке были под углом 75-90°"",""Используйте фиксатор сиденья, чтобы исключить смещение во время подхода"",""При дискомфорте в плечах уменьшите высоту сиденья и вес""]}",2025-11-08T10:15:00Z
140,hammer-strength-chest-press,notice,"Держите лопатки сведёнными и прижатыми к спинке. Потеря опоры в верхней точке убирает нагрузку с груди и может вызвать напряжение шеи.",upper_back,"{""recommendations"":[""Перед началом подхода сведите и опустите лопатки"",""Сохраняйте контакт грудной клетки со спинкой на протяжении всего движения"",""Если грудь отрывается от спинки, снизьте вес и восстановите контроль""]}",2025-11-08T10:15:00Z
141,standing-cable-crossover-press,critical,"Перед началом подхода убедитесь, что рукоятки, карабины и стопоры кроссовера надёжно зафиксированы и выставлены на одинаковую высоту. Ослабленные крепления могут сорваться под нагрузкой и травмировать плечи.",shoulder,"{""recommendations"":[""Проверьте фиксаторы и карабины на обеих стойках перед каждым подходом"",""Убедитесь, что блоки выставлены на одинаковую высоту и не ослаблены"",""Не начинайте движение, пока тросы не натянуты симметрично и без рывков""]}",2025-11-08T11:00:00Z
142,standing-cable-crossover-press,important,"Контролируйте положение лопаток и локтей: плечи не должны подниматься, а локти — уходить выше линии плеч. Потеря стабильности приводит к импинджменту и снижает активацию груди.",shoulder,"{""recommendations"":[""Сводите и опускайте лопатки перед стартом и держите их в этом положении"",""Не отпускайте рукоятки дальше линии корпуса, если теряете контроль плеч"",""Снизьте вес, если локти уходят вверх или плечи поднимаются к ушам""]}",2025-11-08T11:00:00Z
143,standing-cable-crossover-press,notice,"Сохраняйте активный кор и устойчивую стойку в разножке, чтобы не переразгибать поясницу и не раскачиваться. Стабильность корпуса помогает направлять усилие в грудные мышцы.",lower_back,"{""recommendations"":[""Держите переднюю стопу под коленом, заднюю пятку уверенно давите в пол"",""Напрягайте пресс и ягодицы на протяжении всего подхода"",""Чередуйте ведущую ногу в каждом подходе для равномерной нагрузки""]}",2025-11-08T11:00:00Z
144,incline-hammer-strength-press,critical,"Загружайте тренажёр симметрично и фиксируйте блины стопорами. Разница в весе или соскальзывание блина резко перекручивает рычаг и может травмировать плечо.",shoulder,"{""recommendations"": [""Используйте замки на обеих осях перед каждым подходом"",""Проверяйте, что вес блинов совпадает с каждой стороны"",""Не начинайте подход, если чувствуете люфт в рычаге""]}",2025-11-08T12:00:00Z
145,incline-hammer-strength-press,important,"Держите лопатки сведёнными и прижатыми к спинке на протяжении всей амплитуды. Потеря опоры в верхней точке перегружает переднюю поверхность плеч.",shoulder,"{""recommendations"": [""Перед стартом сведите и опустите лопатки, удерживайте это положение до конца подхода"",""При усталости уменьшите вес, чтобы не выталкивать плечи вперёд"",""Используйте напоминание тренера или запись на видео для контроля осанки""]}",2025-11-08T12:00:00Z
146,incline-hammer-strength-press,notice,"Контролируйте дыхание: глубокий вдох при опускании, выдох при жиме. Задержка дыхания на наклонной спинке повышает давление и может вызвать головокружение.",spine,"{""recommendations"": [""Вдох при опускании рукояток, выдох при жиме"",""Избегайте длительной задержки дыхания, особенно при высоком весе"",""При головокружении прекратите подход и сделайте несколько глубоких вдохов""]}",2025-11-08T12:00:00Z
147,explosive-medicine-ball-press,critical,"Перед броском убедитесь, что траектория мяча свободна: неконтролируемый отскок медбола может ударить по голове или лицу.",head,"{""recommendations"":[""Проверяйте, что в зоне броска нет людей и препятствий"",""Держите дистанцию не менее 1,5 м до стены или партнёра"",""Используйте только целый и неповреждённый медбол""]}",2025-11-08T13:00:00Z
148,explosive-medicine-ball-press,important,"Держите запястья нейтральными и не блокируйте локти при ловле, чтобы избежать перегрузки суставов.",wrist,"{""recommendations"":[""Ловите мяч с мягким сгибом локтей"",""Не разгибайте локти до щелчка при выпуске"",""При дискомфорте уменьшите массу медбола или снизьте темп""]}",2025-11-08T13:00:00Z
149,explosive-medicine-ball-press,notice,"Контролируйте дыхание: не задерживайте воздух при ловле, чтобы сохранять стабильность корпуса и давление.",spine,"{""recommendations"":[""Делайте вдох при приёме мяча и резкий выдох при броске"",""Поддерживайте ритм дыхания без длительных задержек"",""При головокружении прекратите упражнение и восстановите дыхание""]}",2025-11-08T13:00:00Z
150,pull-ups-wide-grip,critical,"НИКОГДА не используйте слишком широкий хват! Чрезмерное растяжение плечевых суставов может привести к серьезным травмам плеч, включая разрыв связок и вывих.",shoulder,"{""recommendations"":[""Используйте хват на ширину вытянутых рук в стороны, но не более"",""При дискомфорте в плечах уменьшите ширину хвата"",""Начинайте с более узкого хвата для освоения техники"",""При болях в плечах прекратите упражнение""]}",2025-11-08T14:00:00Z
151,pull-ups-wide-grip,important,"Следите за положением плеч - они не должны выходить вперед за линию груди во время движения. Это может привести к травме плечевого сустава.",shoulder,"{""recommendations"":[""Держите лопатки сведенными и стабильными"",""Не раскачивайте тело и не используйте инерцию"",""При дискомфорте в плечах уменьшите ширину хвата""]}",2025-11-08T14:00:00Z
152,pull-ups-wide-grip,notice,"Контролируйте дыхание - не задерживайте его во время выполнения упражнения, это может повысить артериальное давление и снизить эффективность.",spine,"{""recommendations"":[""Выдох при опускании, вдох при подтягивании"",""Дышите глубоко и ритмично"",""При головокружении прекратите упражнение""]}",2025-11-08T14:00:00Z
153,pull-ups-medium-grip,important,"Следите за положением плеч - они не должны выходить вперед за линию груди во время движения. Это может привести к травме плечевого сустава.",shoulder,"{""recommendations"":[""Держите лопатки сведенными и стабильными"",""Не раскачивайте тело и не используйте инерцию"",""При дискомфорте в плечах уменьшите ширину хвата""]}",2025-11-08T14:05:00Z
154,pull-ups-medium-grip,notice,"Контролируйте дыхание - не задерживайте его во время выполнения упражнения, это может повысить артериальное давление и снизить эффективность.",spine,"{""recommendations"":[""Выдох при опускании, вдох при подтягивании"",""Дышите глубоко и ритмично"",""При головокружении прекратите упражнение""]}",2025-11-08T14:05:00Z
155,pull-ups-close-grip,important,"Следите за положением запястий и локтей - узкий хват создает повышенную нагрузку на суставы. При дискомфорте или боли прекратите упражнение.",elbow,"{""recommendations"":[""Используйте хват на ширине груди или немного уже плеч"",""Не используйте слишком узкий хват"",""При болях в локтях или запястьях прекратите упражнение"",""Начинайте с более широкого хвата для освоения техники""]}",2025-11-08T14:10:00Z
156,pull-ups-close-grip,notice,"Контролируйте дыхание - не задерживайте его во время выполнения упражнения, это может повысить артериальное давление и снизить эффективность.",spine,"{""recommendations"":[""Выдох при опускании, вдох при подтягивании"",""Дышите глубоко и ритмично"",""При головокружении прекратите упражнение""]}",2025-11-08T14:10:00Z
157,pull-ups-underhand-grip,important,"Следите за положением запястий - обратный хват может создать нагрузку на запястья при неправильной технике. При дискомфорте прекратите упражнение.",wrist,"{""recommendations"":[""Держите запястья в нейтральном положении"",""Не перегибайте запястья вверх или вниз"",""При болях в запястьях прекратите упражнение"",""Начинайте с легких повторений для освоения техники""]}",2025-11-08T14:15:00Z
158,pull-ups-underhand-grip,notice,"Контролируйте дыхание - не задерживайте его во время выполнения упражнения, это может повысить артериальное давление и снизить эффективность.",spine,"{""recommendations"":[""Выдох при опускании, вдох при подтягивании"",""Дышите глубоко и ритмично"",""При головокружении прекратите упражнение""]}",2025-11-08T14:15:00Z
159,pull-ups-neutral-grip,important,"Следите за положением плеч - они не должны выходить вперед за линию груди во время движения. Это может привести к травме плечевого сустава.",shoulder,"{""recommendations"":[""Держите лопатки сведенными и стабильными"",""Не раскачивайте тело и не используйте инерцию"",""При дискомфорте в плечах уменьшите амплитуду движения""]}",2025-11-08T14:20:00Z
160,pull-ups-neutral-grip,notice,"Контролируйте дыхание - не задерживайте его во время выполнения упражнения, это может повысить артериальное давление и снизить эффективность.",spine,"{""recommendations"":[""Выдох при опускании, вдох при подтягивании"",""Дышите глубоко и ритмично"",""При головокружении прекратите упражнение""]}",2025-11-08T14:20:00Z
161,pull-ups-archer,critical,"КРИТИЧЕСКИ ВАЖНО: Односторонняя нагрузка создает экстремальные требования к силе и стабильности. Чрезмерная ротация тела может привести к серьезным травмам позвоночника и плечевых суставов.",spine,"{""recommendations"":[""Развивайте базовую силу для обычных подтягиваний перед попыткой этого упражнения"",""Держите корпус напряженным и контролируйте баланс"",""Начинайте с минимального смещения веса и постепенно увеличивайте нагрузку"",""При любом дискомфорте немедленно прекратите упражнение""]}",2025-11-08T15:00:00Z
162,pull-ups-archer,important,"Следите за контролем баланса - чрезмерная ротация тела может привести к травме. Односторонняя нагрузка требует максимального напряжения кора.",shoulder,"{""recommendations"":[""Держите корпус напряженным на протяжении всего движения"",""Контролируйте баланс, предотвращая ротацию тела"",""Чередуйте рабочую руку в каждом подходе"",""При потере контроля немедленно прекратите упражнение""]}",2025-11-08T15:00:00Z
163,pull-ups-archer,notice,"Контролируйте дыхание - не задерживайте его во время выполнения упражнения, это может повысить артериальное давление и снизить эффективность. Односторонняя работа требует особого контроля дыхания.",spine,"{""recommendations"":[""Выдох при опускании, вдох при подтягивании"",""Дышите глубоко и ритмично"",""При головокружении прекратите упражнение""]}",2025-11-08T15:00:00Z
164,pull-ups-one-arm,critical,"КРИТИЧЕСКИ ВАЖНО: Экстремальная односторонняя нагрузка создает максимальные требования к силе одной руки, стабильности кора и координации. Чрезмерная ротация тела может привести к серьезным травмам позвоночника и плечевых суставов.",spine,"{""recommendations"":[""Развивайте исключительную силу для обычных подтягиваний перед попыткой этого упражнения"",""Держите корпус напряженным и контролируйте баланс"",""Начинайте с негативных повторений или с помощью второй руки"",""При любом дискомфорте немедленно прекратите упражнение""]}",2025-11-08T15:05:00Z
165,pull-ups-one-arm,important,"Следите за контролем баланса - экстремальная односторонняя нагрузка требует максимального напряжения кора и может привести к травме при потере контроля.",shoulder,"{""recommendations"":[""Держите корпус напряженным на протяжении всего движения"",""Контролируйте баланс, предотвращая ротацию тела"",""Чередуйте рабочую руку в каждом подходе"",""При потере контроля немедленно прекратите упражнение""]}",2025-11-08T15:05:00Z
166,pull-ups-one-arm,notice,"Контролируйте дыхание - не задерживайте его во время выполнения упражнения, это может повысить артериальное давление и снизить эффективность. Экстремальная нагрузка требует особого контроля дыхания.",spine,"{""recommendations"":[""Выдох при опускании, вдох при подтягивании"",""Дышите глубоко и ритмично"",""При головокружении прекратите упражнение""]}",2025-11-08T15:05:00Z
167,pull-ups-weighted,critical,"КРИТИЧЕСКИ ВАЖНО: Убедитесь, что дополнительный вес надежно закреплен на поясе или жилете. Падение веса может привести к серьезным травмам. Начинайте с небольшого веса и постепенно увеличивайте нагрузку.",shoulder,"{""recommendations"":[""Проверьте надежность крепления веса перед выполнением упражнения"",""Начинайте с небольшого дополнительного веса (5-10% от веса тела)"",""Используйте качественный пояс для отягощений или жилет-утяжелитель"",""При любом дискомфорте немедленно прекратите упражнение""]}",2025-11-08T15:10:00Z
168,pull-ups-weighted,important,"Следите за техникой выполнения - дополнительный вес увеличивает нагрузку и может привести к нарушению техники. Поддерживайте правильную технику на протяжении всего движения.",shoulder,"{""recommendations"":[""Держите корпус напряженным и контролируйте движение"",""Не увеличивайте вес слишком быстро"",""При нарушении техники уменьшите вес"",""При дискомфорте в плечах уменьшите амплитуду движения""]}",2025-11-08T15:10:00Z
169,pull-ups-weighted,notice,"Контролируйте дыхание - дополнительный вес усложняет дыхание и требует более осознанного контроля. Не задерживайте дыхание, это может повысить артериальное давление.",spine,"{""recommendations"":[""Выдох при опускании, вдох при подтягивании"",""Дышите глубоко и ритмично"",""При головокружении прекратите упражнение""]}",2025-11-08T15:10:00Z
170,pull-ups-l-sit,critical,"КРИТИЧЕСКИ ВАЖНО: Комбинация подтягивания и удержания L-сита создает экстремальные требования к силе верхней части тела и кора. Недостаточная сила кора может привести к нарушению техники и травме.",spine,"{""recommendations"":[""Развивайте силу кора для удержания L-сита перед выполнением этого упражнения"",""Начинайте с удержания L-сита отдельно"",""Держите корпус напряженным на протяжении всего движения"",""При любом дискомфорте немедленно прекратите упражнение""]}",2025-11-08T15:15:00Z
171,pull-ups-l-sit,important,"Следите за удержанием ног в горизонтальном положении - опускание ног снижает эффективность упражнения и нарушает технику. Требуется развитая сила кора и гибкость задней поверхности бедра.",shoulder,"{""recommendations"":[""Держите ноги в горизонтальном положении на протяжении всего движения"",""Развивайте силу кора и гибкость задней поверхности бедра"",""При невозможности удержать L-сит вернитесь к обычным подтягиваниям"",""При дискомфорте в плечах уменьшите амплитуду движения""]}",2025-11-08T15:15:00Z
172,pull-ups-l-sit,notice,"Контролируйте дыхание - комбинация подтягивания и L-сита создает экстремальные требования к дыхательной системе. Не задерживайте дыхание, это может повысить артериальное давление.",spine,"{""recommendations"":[""Выдох при опускании, вдох при подтягивании"",""Дышите глубоко и ритмично"",""При головокружении прекратите упражнение""]}",2025-11-08T15:15:00Z
173,pull-ups-behind-neck,critical,"КРИТИЧЕСКИ ВАЖНО: Подтягивание за голову требует исключительной гибкости плечевых суставов. Недостаточная гибкость может привести к серьезным травмам плечевых суставов и позвоночника.",shoulder,"{""recommendations"":[""Убедитесь, что у вас достаточно гибкости плеч перед выполнением этого упражнения"",""Начинайте с обычных подтягиваний к груди"",""Выполняйте упражнение медленно и контролируемо"",""При любом дискомфорте или боли в плечах немедленно прекратите упражнение""]}",2025-11-08T15:20:00Z
174,pull-ups-behind-neck,important,"Следите за техникой выполнения - неправильная траектория движения может привести к травме плечевых суставов. Направляйте голову за перекладину, а не к груди.",shoulder,"{""recommendations"":[""Держите корпус напряженным и контролируйте движение"",""Избегайте чрезмерного растяжения плечевых суставов"",""При дискомфорте в плечах вернитесь к обычным подтягиваниям"",""Выполняйте упражнение медленно и контролируемо""]}",2025-11-08T15:20:00Z
175,pull-ups-behind-neck,notice,"Контролируйте дыхание - уникальная траектория движения требует особого контроля дыхания. Не задерживайте дыхание, это может повысить артериальное давление.",spine,"{""recommendations"":[""Выдох при опускании, вдох при подтягивании"",""Дышите глубоко и ритмично"",""При головокружении прекратите упражнение""]}",2025-11-08T15:20:00Z
176,explosive-pull-ups,important,"Следите за контролем движения - высокая скорость выполнения может привести к потере контроля и травме. Убедитесь, что у вас достаточно силы для контролируемого выполнения взрывных подтягиваний.",shoulder,"{""recommendations"":[""Развивайте базовую силу для обычных подтягиваний перед взрывными"",""Выполняйте упражнение контролируемо, несмотря на высокую скорость"",""Отдыхайте достаточно между повторениями"",""При потере контроля прекратите упражнение""]}",2025-11-08T16:00:00Z
177,explosive-pull-ups,notice,"Контролируйте дыхание - взрывные движения требуют особого контроля дыхания для генерации максимальной мощности. Не задерживайте дыхание между повторениями.",spine,"{""recommendations"":[""Используйте короткие вдохи между повторениями"",""Выдох должен быть быстрым и резким во время взрывной фазы"",""При головокружении прекратите упражнение""]}",2025-11-08T16:00:00Z
178,scapular-retraction-hang,important,"Следите за положением рук - руки должны оставаться полностью выпрямленными на протяжении всего движения. Сгибание рук в локтях снижает эффективность упражнения.",shoulder,"{""recommendations"":[""Держите руки полностью выпрямленными"",""Фокусируйтесь на движении лопаток, а не рук"",""При усталости в хвате сделайте перерыв"",""Начинайте с коротких подходов для освоения техники""]}",2025-11-08T16:05:00Z
179,scapular-retraction-hang,notice,"Контролируйте дыхание - синхронизация дыхания с движением лопаток помогает поддерживать правильную технику. Не задерживайте дыхание, это может повысить давление.",spine,"{""recommendations"":[""Вдох при расслаблении, выдох при втягивании лопаток"",""Дышите глубоко и ритмично"",""При головокружении прекратите упражнение""]}",2025-11-08T16:05:00Z
180,dead-hang,important,"Следите за силой хвата - недостаточная сила хвата может привести к падению и серьезным травмам. Начинайте с коротких интервалов и постепенно увеличивайте время виса.",shoulder,"{""recommendations"":[""Начинайте с 10-20 секунд и постепенно увеличивайте время"",""При усталости в хвате немедленно аккуратно спуститесь"",""Развивайте силу хвата перед длительными висами"",""Никогда не прыгайте с турника""]}",2025-11-08T16:10:00Z
181,dead-hang,notice,"Контролируйте дыхание - глубокое и естественное дыхание помогает расслабить мышцы и улучшить растяжение позвоночника. Не задерживайте дыхание, это может повысить давление.",spine,"{""recommendations"":[""Дышите глубоко и естественно"",""Используйте диафрагмальное дыхание"",""При головокружении немедленно прекратите упражнение""]}",2025-11-08T16:10:00Z
182,chest-to-bar-pull-ups,important,"Следите за техникой выполнения - увеличенная амплитуда движения требует большей силы и контроля. Убедитесь, что у вас достаточно силы для полной амплитуды движения.",shoulder,"{""recommendations"":[""Развивайте базовую силу для обычных подтягиваний перед chest-to-bar"",""Выполняйте упражнение контролируемо"",""При невозможности достичь полной амплитуды вернитесь к обычным подтягиваниям"",""При дискомфорте в плечах уменьшите амплитуду движения""]}",2025-11-08T16:15:00Z
183,chest-to-bar-pull-ups,notice,"Контролируйте дыхание - увеличенная амплитуда требует больше усилий, поэтому особенно важно контролировать дыхание. Не задерживайте дыхание, это может повысить давление.",spine,"{""recommendations"":[""Выдох при опускании, вдох при подтягивании"",""Дышите глубоко и ритмично"",""При головокружении прекратите упражнение""]}",2025-11-08T16:15:00Z
184,muscle-up,critical,"КРИТИЧЕСКИ ВАЖНО: Muscle-up требует исключительной силы верхней части тела, координации и правильной техники. Недостаточная подготовка может привести к серьезным травмам запястий, плечевых суставов и позвоночника.",shoulder,"{""recommendations"":[""Развивайте базовую силу для подтягиваний и отжиманий перед muscle-up"",""Осваивайте упражнение постепенно с помощью прогрессий"",""Выполняйте упражнение контролируемо, особенно при переходе"",""При любом дискомфорте или боли немедленно прекратите упражнение""]}",2025-11-08T16:20:00Z
185,muscle-up,important,"Следите за техникой перехода - неправильный перевод запястий над перекладиной может привести к травме запястий и потере контроля. Переводите запястья быстро и контролируемо в верхней точке подтягивания.",shoulder,"{""recommendations"":[""Развивайте взрывную силу для подтягивания до уровня груди"",""Практикуйте переход с помощью прогрессий"",""Выполняйте переход быстро, но контролируемо"",""При потере контроля немедленно прекратите упражнение""]}",2025-11-08T16:20:00Z
186,muscle-up,notice,"Контролируйте дыхание - координация между двумя фазами движения требует особого контроля дыхания. Не задерживайте дыхание, это может привести к потере координации и нарушению техники.",spine,"{""recommendations"":[""Вдох при подтягивании, выдох при переходе и отжимании"",""Дышите ритмично, синхронизируя с каждой фазой"",""При головокружении прекратите упражнение""]}",2025-11-08T16:20:00Z
187,pull-ups-rings,critical,"КРИТИЧЕСКИ ВАЖНО: Начинайте с колец на небольшой высоте и постепенно увеличивайте сложность по мере роста силы и контроля. Слишком низкое положение колец может привести к потере контроля и падению с серьезными последствиями.",shoulder,"{""recommendations"":[""Начинайте с колец на высоте 50-60 см от пола"",""Постепенно опускайте кольца по мере роста силы"",""Никогда не начинайте с пола без подготовки"",""Убедитесь в безопасном окружении перед началом""]}",2025-11-08T17:00:00Z
188,pull-ups-rings,important,"Активно контролируйте стабильность колец на протяжении всего движения. Не допускайте чрезмерного разворота колец наружу, это создает опасную нагрузку на плечевые суставы и может привести к травме.",shoulder,"{""recommendations"":[""Держите локти направленными назад под углом 45 градусов"",""Активно сопротивляйтесь вращению колец наружу"",""Контролируйте кольца на протяжении всей амплитуды движения"",""При потере контроля немедленно остановитесь""]}",2025-11-08T17:00:00Z
189,pull-ups-rings,important,"Требуется значительная сила кора для предотвращения провисания таза. Если не можете удерживать прямую линию тела, вернитесь к подтягиваниям на турнике для развития базовой силы.",spine,"{""recommendations"":[""Освойте сначала обычные подтягивания до 10+ повторений"",""Развивайте силу планки до 60+ секунд"",""Напрягайте кор и ягодицы на протяжении всего движения"",""Прекратите упражнение при потере контроля""]}",2025-11-08T17:00:00Z
190,pull-ups-rings-wide-grip,critical,"КРИТИЧЕСКИ ВАЖНО: Широкий хват на нестабильных кольцах требует исключительной гибкости плечевых суставов и контроля. Недостаточная подготовка может привести к серьезным травмам плеч. Освойте сначала обычные подтягивания на кольцах.",shoulder,"{""recommendations"":[""Освойте сначала обычные подтягивания на кольцах"",""Убедитесь в хорошей гибкости плечевых суставов"",""Начинайте с колец на небольшой высоте"",""При любом дискомфорте в плечах немедленно прекратите упражнение""]}",2025-11-08T17:05:00Z
191,pull-ups-rings-wide-grip,important,"Активно контролируйте стабильность колец при широком хвате. Широкий хват усложняет контроль колец, поэтому особенно важно контролировать их на протяжении всего движения.",shoulder,"{""recommendations"":[""Держите локти направленными в стороны"",""Активно сопротивляйтесь вращению колец наружу"",""Контролируйте кольца на протяжении всей амплитуды движения"",""При потере контроля немедленно остановитесь""]}",2025-11-08T17:05:00Z
192,pull-ups-rings-wide-grip,important,"Требуется значительная сила кора для предотвращения провисания таза. Широкий хват увеличивает требования к стабильности корпуса.",spine,"{""recommendations"":[""Освойте сначала обычные подтягивания на кольцах"",""Развивайте силу планки до 60+ секунд"",""Напрягайте кор и ягодицы на протяжении всего движения"",""Прекратите упражнение при потере контроля""]}",2025-11-08T17:05:00Z
193,trx-row-standing,important,"Активно контролируйте стабильность TRX петель на протяжении всего движения. Не допускайте раскачивания или разворота петель, это создает опасную нагрузку на плечевые суставы и может привести к потере контроля и травме.",shoulder,"{""recommendations"":[""Держите локти направленными назад"",""Активно сопротивляйтесь раскачиванию петель"",""Контролируйте петли на протяжении всей амплитуды движения"",""При потере контроля немедленно остановитесь и вернитесь к более простому варианту""]}",2025-11-08T17:10:00Z
