id,type,name,description,difficulty,category,primary_muscle_group,tracking_type,location,minimum_experience,popularity_score,is_verified,certification_source,version,created_at,updated_at,metadata
scapular-retraction-hang,strength,Вис с втягиванием лопаток,"Базовое изометрическое упражнение с собственным весом для развития мышц верхней части спины, особенно ромбовидных, средних трапеций и задних дельт. Выполняется в висе на турнике с активным втягиванием и опусканием лопаток без сгибания рук в локтях. Отлично подходит для начинающих, так как не требует большой силы рук и помогает укрепить мышцы-стабилизаторы лопаток. Является важным подготовительным упражнением для освоения подтягиваний и улучшения осанки.",beginner,strength-isolation,back,isometric-time,both,0,70,true,NSCA,2.0.0,2025-11-08T16:05:00Z,2025-11-08T16:05:00Z,"{""tags"":[""upper-body"",""strength"",""isolation"",""bodyweight"",""back"",""beginner-friendly"",""home-workout"",""posture""],""estimatedDuration"":180,""caloriesPerMinute"":4,""searchKeywords"":[""вис с втягиванием лопаток"",""scapular retraction hang"",""scapular pull"",""втягивание лопаток"",""scapular retraction"",""подготовка к подтягиваниям"",""осанка""],""localizations"":{""en"":{""name"":""Scapular Retraction Hang"",""description"":""Basic isometric exercise targeting upper back muscles, especially rhomboids and middle trapezius, through active scapular retraction while hanging.""}}}"
dead-hang,strength,Мертвый вис,"Базовое изометрическое упражнение с собственным весом для развития силы хвата, предплечий, широчайших мышц спины и стабилизаторов плечевого пояса. Выполняется в пассивном висе на турнике с полностью расслабленными плечами и вытянутыми руками. Отлично подходит для начинающих как подготовительное упражнение перед подтягиваниями, улучшения силы хвата и растяжения позвоночника. Помогает укрепить связки и сухожилия плечевых суставов, улучшить осанку и снять напряжение в спине.",beginner,strength-isolation,back,isometric-time,both,0,75,true,NSCA,2.0.0,2025-11-08T16:10:00Z,2025-11-08T16:10:00Z,"{""tags"":[""upper-body"",""strength"",""isolation"",""bodyweight"",""back"",""beginner-friendly"",""home-workout"",""grip-strength"",""flexibility""],""estimatedDuration"":180,""caloriesPerMinute"":3,""searchKeywords"":[""мертвый вис"",""dead hang"",""passive hang"",""вис на турнике"",""сила хвата"",""grip strength"",""растяжение позвоночника"",""spinal decompression""],""localizations"":{""en"":{""name"":""Dead Hang"",""description"":""Basic isometric exercise for developing grip strength, forearms, and shoulder stability through passive hanging with relaxed shoulders.""}}}"
chest-to-bar-pull-ups,strength,Подтягивания до груди,"Промежуточное упражнение с собственным весом для развития максимальной силы и амплитуды движения широчайших мышц спины, бицепсов, ромбовидных и средних дельт. Выполняется на турнике с подтягиванием до касания грудью перекладины, что требует большей силы и контроля по сравнению с обычными подтягиваниями. Увеличенная амплитуда движения создает большую нагрузку на мышцы спины и рук, делая упражнение более эффективным для развития силы и массы. Требует хорошей базовой силы для обычных подтягиваний и отличной техники выполнения. Отлично подходит для прогрессии от базовых подтягиваний и подготовки к выходу силой.",intermediate,strength-compound,back,bodyweight-reps,both,3,78,true,NSCA,2.0.0,2025-11-08T16:15:00Z,2025-11-08T16:15:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""back"",""intermediate-friendly"",""full-range""],""estimatedDuration"":240,""caloriesPerMinute"":9,""searchKeywords"":[""подтягивания до груди"",""chest to bar pull-ups"",""chest-to-bar pullups"",""полная амплитуда"",""full range pull-ups"",""высокие подтягивания"",""high pull-ups""],""localizations"":{""en"":{""name"":""Chest-to-Bar Pull-Ups"",""description"":""Intermediate bodyweight exercise requiring pulling until the chest touches the bar, demanding greater strength and range of motion than standard pull-ups.""}}}"
muscle-up,strength,Выход силой,"Продвинутое упражнение с собственным весом для развития максимальной силы, координации и взрывной мощи широчайших мышц спины, бицепсов, трицепсов, передних дельт и мышц кора. Выполняется на турнике или кольцах и состоит из двух фаз: мощного подтягивания до уровня груди и последующего перехода в отжимание на перекладине. Требует исключительной силы верхней части тела, координации, гибкости запястий и правильной техники выполнения. Отлично подходит для спортсменов, гимнастов и продвинутых любителей фитнеса, стремящихся развить функциональную силу и освоить одно из самых сложных упражнений с собственным весом.",advanced,strength-compound,back,bodyweight-reps,both,9,80,true,NSCA,2.0.0,2025-11-08T16:20:00Z,2025-11-08T16:20:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""back"",""advanced-only"",""gymnastic"",""functional""],""estimatedDuration"":300,""caloriesPerMinute"":11,""searchKeywords"":[""выход силой"",""muscle-up"",""muscle up"",""выход на турнике"",""bar muscle-up"",""ring muscle-up"",""гимнастика"",""gymnastic movement""],""localizations"":{""en"":{""name"":""Muscle-Up"",""description"":""Advanced bodyweight exercise combining a pull-up with a dip transition, requiring exceptional upper body strength, coordination, and explosive power.""}}}"
pull-ups-rings,strength,Подтягивания на кольцах,"Продвинутое упражнение с собственным весом для развития широчайших мышц спины, бицепсов, ромбовидных, средних дельт и стабилизаторов корпуса с использованием гимнастических колец. Нестабильность колец требует значительно большего контроля, координации и силы стабилизирующих мышц по сравнению с подтягиваниями на турнике. Отлично подходит для спортсменов, гимнастов и продвинутых любителей фитнеса, стремящихся развить функциональную силу, стабильность и координацию верхней части тела. Требует хорошей базовой силы для обычных подтягиваний и отличной техники выполнения.",advanced,strength-compound,back,bodyweight-reps,both,6,75,true,NSCA,2.0.0,2025-11-08T17:00:00Z,2025-11-08T17:00:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""back"",""advanced-only"",""unstable"",""gymnastic""],""estimatedDuration"":300,""caloriesPerMinute"":9,""searchKeywords"":[""подтягивания на кольцах"",""ring pull-ups"",""gymnastic rings pull-ups"",""кольца"",""rings"",""гимнастические кольца"",""нестабильная поверхность"",""unstable surface"",""продвинутые подтягивания"",""advanced pull-ups""],""localizations"":{""en"":{""name"":""Ring Pull-Ups"",""description"":""Advanced bodyweight exercise targeting latissimus dorsi, biceps, rhomboids, and middle deltoids using gymnastic rings. The instability of rings requires significantly greater control, coordination, and stabilizing muscle strength compared to bar pull-ups.""}}}"
pull-ups-rings-wide-grip,strength,Подтягивания широким хватом на кольцах,"Продвинутое упражнение с собственным весом для развития широчайших мышц спины, ромбовидных и средних дельт с использованием гимнастических колец и широкого хвата. Широкий хват на нестабильных кольцах создает максимальный акцент на широчайшие мышцы и верхнюю часть спины, требуя исключительной гибкости плечевых суставов и контроля стабильности. Нестабильность колец значительно усложняет упражнение по сравнению с подтягиваниями широким хватом на турнике, требуя большего контроля и координации. Отлично подходит для спортсменов, гимнастов и продвинутых любителей фитнеса, стремящихся развить функциональную силу и стабильность верхней части тела.",advanced,strength-compound,back,bodyweight-reps,both,9,70,true,NSCA,2.0.0,2025-11-08T17:05:00Z,2025-11-08T17:05:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""back"",""advanced-only"",""unstable"",""gymnastic"",""lat-focus""],""estimatedDuration"":300,""caloriesPerMinute"":9,""searchKeywords"":[""подтягивания широким хватом на кольцах"",""wide grip ring pull-ups"",""ring pull-ups wide"",""кольца широкий хват"",""rings wide grip"",""широчайшие кольца"",""lats rings"",""продвинутые подтягивания"",""advanced pull-ups""],""localizations"":{""en"":{""name"":""Wide Grip Ring Pull-Ups"",""description"":""Advanced bodyweight exercise targeting latissimus dorsi, rhomboids, and middle deltoids using gymnastic rings with a wide grip. The combination of wide grip and ring instability creates maximum emphasis on the lats and upper back.""}}}"
trx-row-standing,strength,Тяга в TRX стоя,"Промежуточное упражнение с собственным весом для развития широчайших мышц спины, ромбовидных, средних дельт, бицепсов и стабилизаторов корпуса с использованием TRX петель. Выполняется стоя с наклоном корпуса назад, подтягивая тело к рукояткам TRX. Нестабильность TRX требует большего контроля, координации и силы стабилизирующих мышц по сравнению с тягой на тренажере. Можно регулировать сложность изменением угла наклона тела - чем ближе к вертикали, тем легче. Отлично подходит для развития функциональной силы, стабильности корпуса и улучшения межмышечной координации. TRX петли можно использовать как дома с дверным якорем, так и в зале.",intermediate,strength-compound,back,bodyweight-reps,both,3,80,true,NSCA,2.0.0,2025-11-08T17:10:00Z,2025-11-08T17:10:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""back"",""intermediate-friendly"",""unstable"",""functional"",""core""],""estimatedDuration"":300,""caloriesPerMinute"":8,""searchKeywords"":[""тяга в trx стоя"",""trx row standing"",""trx тяга"",""suspension trainer row"",""петли trx тяга"",""нестабильная поверхность"",""unstable surface"",""функциональная тяга"",""functional row""],""localizations"":{""en"":{""name"":""TRX Row Standing"",""description"":""Intermediate bodyweight exercise targeting latissimus dorsi, rhomboids, middle deltoids, biceps, and core stabilizers using TRX suspension trainer. Performed standing with body leaning back, pulling body toward TRX handles.""}}}"
trx-pull-ups-assisted,strength,Подтягивания в TRX с поддержкой,"Базовое упражнение с собственным весом для развития широчайших мышц спины, бицепсов, ромбовидных и средних дельт с использованием TRX петель. Выполняется в висе с ногами на земле, что создает поддержку и облегчает выполнение упражнения. Нестабильность TRX требует большего контроля и координации по сравнению с подтягиваниями на турнике, но поддержка ногами делает упражнение доступным для начинающих. Можно регулировать сложность изменением угла наклона тела - чем вертикальнее, тем легче. Отлично подходит для начинающих как подготовительное упражнение перед полноценными подтягиваниями и развития функциональной силы верхней части тела.",beginner,strength-compound,back,bodyweight-reps,both,0,85,true,NSCA,2.0.0,2025-11-08T17:15:00Z,2025-11-08T17:15:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""back"",""beginner-friendly"",""unstable"",""functional"",""assisted""],""estimatedDuration"":240,""caloriesPerMinute"":7,""searchKeywords"":[""подтягивания в trx с поддержкой"",""trx assisted pull-ups"",""trx pull-ups assisted"",""suspension trainer pull-ups"",""петли trx подтягивания"",""нестабильная поверхность"",""unstable surface"",""функциональные подтягивания"",""functional pull-ups"",""поддержка ногами""],""localizations"":{""en"":{""name"":""TRX Assisted Pull-Ups"",""description"":""Beginner-friendly bodyweight exercise targeting latissimus dorsi, biceps, rhomboids, and middle deltoids using TRX suspension trainer. Performed hanging with feet on ground, providing assistance and making the exercise accessible for beginners.""}}}"
lat-pulldown-wide-grip,strength,Тяга верхнего блока широким хватом,"Классическое базовое упражнение для развития широчайших мышц спины, ромбовидных и средних дельт. Выполняется сидя на тренажере верхней тяги с хватом шире плеч (примерно на ширину вытянутых рук в стороны). Широкий хват создает максимальный акцент на широчайшие мышцы и верхнюю часть спины, требуя хорошей гибкости плечевых суставов. Сложнее для бицепсов по сравнению с другими вариантами тяги, что делает его идеальным для развития ширины спины. Отлично подходит для развития мышечной массы и силы верхней части тела, а также является безопасной альтернативой подтягиваниям для тех, кто еще не может выполнять их с собственным весом.",intermediate,strength-compound,back,weight-reps,gym,3,88,true,NSCA,2.0.0,2025-11-08T18:00:00Z,2025-11-08T18:00:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""gym-equipment"",""back"",""lat-focus"",""machine""],""estimatedDuration"":300,""caloriesPerMinute"":7,""searchKeywords"":[""тяга верхнего блока широким хватом"",""wide grip lat pulldown"",""wide-grip pulldown"",""широчайшие"",""lats"",""широкий хват"",""lat pulldown wide"",""верхняя тяга широким хватом""],""localizations"":{""en"":{""name"":""Wide Grip Lat Pulldown"",""description"":""Classic exercise targeting latissimus dorsi, rhomboids, and middle deltoids. Performed on a lat pulldown machine with a grip wider than shoulder-width, maximizing lat activation while requiring good shoulder flexibility.""}}}"
lat-pulldown-medium-grip,strength,Тяга верхнего блока средним хватом,"Базовое упражнение для развития широчайших мышц спины, ромбовидных, бицепсов и средних дельт. Выполняется сидя на тренажере верхней тяги с хватом примерно на ширине плеч. Сбалансированная нагрузка делает его идеальным выбором для начинающих, обеспечивая развитие как ширины, так и толщины спины. Средний хват позволяет равномерно распределить нагрузку между широчайшими мышцами и бицепсами, что делает упражнение более универсальным по сравнению с другими вариантами. Отлично подходит для развития общей силы верхней части тела и мышечной массы, а также является безопасной альтернативой подтягиваниям для тех, кто еще не может выполнять их с собственным весом.",beginner,strength-compound,back,weight-reps,gym,0,90,true,NSCA,2.0.0,2025-11-08T18:05:00Z,2025-11-08T18:05:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""gym-equipment"",""beginner-friendly"",""back"",""balanced"",""machine""],""estimatedDuration"":300,""caloriesPerMinute"":7,""searchKeywords"":[""тяга верхнего блока средним хватом"",""medium grip lat pulldown"",""lat pulldown"",""pulldown"",""тяга верхнего блока"",""средний хват"",""классическая тяга верхнего блока""],""localizations"":{""en"":{""name"":""Medium Grip Lat Pulldown"",""description"":""Fundamental exercise for developing latissimus dorsi, rhomboids, biceps, and middle deltoids. Performed with shoulder-width grip, offering balanced muscle activation ideal for beginners.""}}}"
lat-pulldown-close-grip,strength,Тяга верхнего блока узким хватом,"Базовое упражнение для развития широчайших мышц спины, бицепсов, ромбовидных и брахиалиса. Выполняется сидя на тренажере верхней тяги с хватом уже ширины плеч (примерно на ширине груди или уже). Узкий хват создает больший акцент на бицепсы и внутреннюю часть спины по сравнению с другими вариантами тяги, что делает его отличным дополнением к широкому хвату для полного развития мышц спины. Увеличивает нагрузку на бицепсы и брахиалис, развивая как силу, так и мышечную массу верхней части тела. Отлично подходит для развития толщины спины и силы рук.",intermediate,strength-compound,back,weight-reps,gym,3,85,true,NSCA,2.0.0,2025-11-08T18:10:00Z,2025-11-08T18:10:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""gym-equipment"",""back"",""biceps-focus"",""close-grip"",""machine""],""estimatedDuration"":300,""caloriesPerMinute"":7,""searchKeywords"":[""тяга верхнего блока узким хватом"",""close grip lat pulldown"",""close-grip pulldown"",""узкий хват"",""бицепс"",""biceps pulldown"",""narrow grip pulldown"",""тяга узким хватом""],""localizations"":{""en"":{""name"":""Close Grip Lat Pulldown"",""description"":""Exercise emphasizing biceps, brachialis, and inner back muscles. Performed with a grip narrower than shoulder-width, increasing biceps activation compared to wider variations.""}}}"
lat-pulldown-underhand-grip,strength,Тяга верхнего блока обратным хватом,"Базовое упражнение для развития бицепсов, нижней части широчайших мышц спины, ромбовидных и брахиалиса. Выполняется сидя на тренажере верхней тяги с обратным хватом (ладони направлены к себе). Обратный хват создает максимальный акцент на бицепсы и нижнюю часть широчайших мышц по сравнению с прямым хватом, что делает его отличным упражнением для развития силы и массы рук и спины. Более легкий вариант по сравнению с тягой прямым хватом, что делает его доступным для начинающих и отличным прогрессом к классическим подтягиваниям. Отлично подходит для развития толщины спины и силы бицепсов.",beginner,strength-compound,back,weight-reps,gym,0,87,true,NSCA,2.0.0,2025-11-08T18:15:00Z,2025-11-08T18:15:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""gym-equipment"",""beginner-friendly"",""back"",""biceps-focus"",""underhand"",""machine""],""estimatedDuration"":300,""caloriesPerMinute"":7,""searchKeywords"":[""тяга верхнего блока обратным хватом"",""underhand lat pulldown"",""reverse grip pulldown"",""обратный хват"",""бицепс"",""reverse grip lat pulldown"",""тяга обратным хватом""],""localizations"":{""en"":{""name"":""Underhand Grip Lat Pulldown"",""description"":""Exercise maximizing biceps and lower lat activation. Performed with palms facing toward you, making it more accessible than standard pulldown while effectively developing arm and back strength.""}}}"
lat-pulldown-neutral-grip,strength,Тяга верхнего блока нейтральным хватом,"Базовое упражнение для развития широчайших мышц спины, бицепсов, ромбовидных и средних дельт. Выполняется сидя на тренажере верхней тяги с параллельными рукоятками или с нейтральным хватом (ладони направлены друг к другу). Нейтральный хват обеспечивает более естественное положение плечевых и локтевых суставов, снижая нагрузку на них по сравнению с другими вариантами хвата. Это делает упражнение безопасной альтернативой для людей с проблемами плеч или локтей, при этом обеспечивая сбалансированную нагрузку на мышцы спины и рук. Отлично подходит для развития функциональной силы верхней части тела и является отличным выбором для тех, кто испытывает дискомфорт при других вариантах хвата.",intermediate,strength-compound,back,weight-reps,gym,3,86,true,NSCA,2.0.0,2025-11-08T18:20:00Z,2025-11-08T18:20:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""gym-equipment"",""back"",""shoulder-friendly"",""neutral-grip"",""balanced"",""machine""],""estimatedDuration"":300,""caloriesPerMinute"":7,""searchKeywords"":[""тяга верхнего блока нейтральным хватом"",""neutral grip lat pulldown"",""parallel grip pulldown"",""hammer grip pulldown"",""нейтральный хват"",""молотковый хват"",""параллельный хват"",""neutral pulldown"",""тяга нейтральным хватом""],""localizations"":{""en"":{""name"":""Neutral Grip Lat Pulldown"",""description"":""Exercise with palms facing each other, offering natural shoulder and elbow positioning. Ideal for those with joint concerns while providing balanced back and arm development.""}}}"
lat-pulldown-behind-neck,strength,Тяга верхнего блока за голову,"Продвинутое упражнение для развития широчайших мышц спины, ромбовидных, средних дельт и задних дельт. Выполняется сидя на тренажере верхней тяги с подтягиванием рукоятки за голову, а не к груди. Уникальная траектория движения создает акцент на верхнюю часть спины и задние дельты, но требует исключительной гибкости плечевых суставов и правильной техники для безопасного выполнения. Требует хорошей базовой силы для обычных тяг верхнего блока и отличной мобильности плеч. Отлично подходит для спортсменов и продвинутых любителей фитнеса, стремящихся развить верхнюю часть спины и задние дельты. Важно соблюдать правильную технику для предотвращения травм плечевых суставов.",advanced,strength-compound,back,weight-reps,gym,9,72,true,NSCA,2.0.0,2025-11-08T19:00:00Z,2025-11-08T19:00:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""gym-equipment"",""back"",""advanced-only"",""shoulder-mobility"",""rear-delts"",""machine""],""estimatedDuration"":300,""caloriesPerMinute"":7,""searchKeywords"":[""тяга верхнего блока за голову"",""behind neck lat pulldown"",""behind-neck pulldown"",""lat pulldown behind neck"",""neck pulldown"",""за головой"",""rear delts"",""задние дельты"",""upper back"",""верхняя часть спины""],""localizations"":{""en"":{""name"":""Behind-the-Neck Lat Pulldown"",""description"":""Advanced exercise targeting latissimus dorsi, rhomboids, middle deltoids, and rear deltoids. Performed pulling the handle behind the neck instead of to the chest, requiring exceptional shoulder flexibility and proper technique for safe execution.""}}}"
lat-pulldown-straight-arm,strength,Тяга верхнего блока прямыми руками,"Изолирующее упражнение для развития широчайших мышц спины с акцентом на ширину спины. Выполняется стоя с использованием тренажера верхней тяги, где движение осуществляется прямыми руками без сгибания в локтях. Уникальная траектория движения изолирует широчайшие мышцы, минимально вовлекая бицепсы. Требует хорошей стабильности корпуса и контроля движения для правильного выполнения. Отлично подходит для завершения тренировки спины и развития ширины широчайших мышц. Является эффективным дополнением к базовым тяговым упражнениям для полного развития мышц спины.",intermediate,strength-isolation,back,weight-reps,gym,6,75,true,NSCA,2.0.0,2025-11-08T19:05:00Z,2025-11-08T19:05:00Z,"{""tags"":[""upper-body"",""strength"",""isolation"",""gym-equipment"",""back"",""lat-focus"",""machine""],""estimatedDuration"":240,""caloriesPerMinute"":6,""searchKeywords"":[""тяга верхнего блока прямыми руками"",""straight arm lat pulldown"",""straight-arm pulldown"",""прямые руки"",""straight arm"",""широчайшие"",""lats"",""изоляция"",""isolation""],""localizations"":{""en"":{""name"":""Straight-Arm Lat Pulldown"",""description"":""Isolation exercise targeting latissimus dorsi with emphasis on back width. Performed standing with straight arms throughout the movement, isolating the lats while minimally engaging the biceps.""}}}"
lat-pulldown-one-arm,strength,Тяга верхнего блока одной рукой,"Продвинутое упражнение для развития широчайших мышц спины, ромбовидных, бицепсов и стабилизаторов корпуса с акцентом на одностороннюю работу. Выполняется сидя на тренажере верхней тяги с использованием одной руки и односторонней рукоятки. Односторонняя работа развивает функциональную силу, улучшает межмышечную координацию и выявляет дисбалансы между сторонами тела. Требует хорошей стабильности корпуса и контроля движения для предотвращения компенсаций и ротации. Отлично дополняет двусторонние тяги для полного развития мышц спины и исправления мышечных дисбалансов.",advanced,strength-compound,back,weight-reps,gym,6,70,true,NSCA,2.0.0,2025-11-08T19:10:00Z,2025-11-08T19:10:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""gym-equipment"",""back"",""advanced-only"",""unilateral"",""core"",""machine""],""estimatedDuration"":300,""caloriesPerMinute"":7,""searchKeywords"":[""тяга верхнего блока одной рукой"",""one arm lat pulldown"",""one-arm pulldown"",""single arm lat pulldown"",""односторонние тяги"",""unilateral pulldown"",""спина"",""back"",""одна рука"",""single arm""],""localizations"":{""en"":{""name"":""One-Arm Lat Pulldown"",""description"":""Advanced exercise targeting latissimus dorsi, rhomboids, biceps, and core stabilizers with emphasis on unilateral work. Performed with one arm using a single-handle attachment, requiring good core stability and movement control.""}}}"
lat-pulldown-wide-grip-chest,strength,Тяга верхнего блока широким хватом к груди,"Классическое базовое упражнение для развития широчайших мышц спины, ромбовидных и средних дельт. Выполняется сидя на тренажере верхней тяги с широким хватом (примерно на ширину вытянутых рук в стороны) с подтягиванием рукоятки к верхней части груди. Широкий хват создает максимальный акцент на широчайшие мышцы и верхнюю часть спины, требуя хорошей гибкости плечевых суставов. Сложнее для бицепсов по сравнению с другими вариантами тяги, что делает его идеальным для развития ширины спины. Отлично подходит для развития мышечной массы и силы верхней части тела, а также является безопасной альтернативой подтягиваниям для тех, кто еще не может выполнять их с собственным весом.",intermediate,strength-compound,back,weight-reps,gym,3,85,true,NSCA,2.0.0,2025-11-08T19:15:00Z,2025-11-08T19:15:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""gym-equipment"",""back"",""lat-focus"",""machine""],""estimatedDuration"":300,""caloriesPerMinute"":7,""searchKeywords"":[""тяга верхнего блока широким хватом к груди"",""wide grip lat pulldown to chest"",""wide-grip pulldown chest"",""широчайшие"",""lats"",""широкий хват"",""lat pulldown wide chest""],""localizations"":{""en"":{""name"":""Wide Grip Lat Pulldown to Chest"",""description"":""Classic exercise targeting latissimus dorsi, rhomboids, and middle deltoids. Performed on a lat pulldown machine with a wide grip, pulling the handle to the upper chest, maximizing lat activation while requiring good shoulder flexibility.""}}}"
cable-pulldown-standing,strength,Тяга верхнего блока в кроссовере,"Функциональное упражнение для развития широчайших мышц спины, ромбовидных, бицепсов и средних дельт. Выполняется стоя в кроссовере с использованием кабелей, установленных в верхнем положении. Стоячее положение требует активной работы стабилизаторов корпуса и ног, что делает упражнение более функциональным по сравнению с тягой сидя. Постоянное натяжение кабелей обеспечивает равномерную нагрузку на протяжении всей амплитуды движения. Отлично подходит для развития функциональной силы, улучшения межмышечной координации и дополняет классические тяги для полного развития мышц спины.",intermediate,strength-compound,back,weight-reps,gym,3,80,true,NSCA,2.0.0,2025-01-15T10:00:00Z,2025-01-15T10:00:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""gym-equipment"",""back"",""cable"",""functional"",""core""],""estimatedDuration"":300,""caloriesPerMinute"":8,""searchKeywords"":[""тяга верхнего блока в кроссовере"",""cable pulldown standing"",""standing cable pulldown"",""кроссовер тяга"",""cable lat pulldown standing"",""тяга кабели стоя"",""standing lat pulldown"",""функциональная тяга""],""localizations"":{""en"":{""name"":""Standing Cable Pulldown"",""description"":""Functional exercise targeting latissimus dorsi, rhomboids, biceps, and middle deltoids. Performed standing in a crossover with cables set in the upper position, requiring active core and leg stabilization.""}}}"
cable-pulldown-seated,strength,Тяга верхнего блока сидя в кроссовере,"Базовое упражнение для развития широчайших мышц спины, ромбовидных, бицепсов и средних дельт. Выполняется сидя в кроссовере с использованием кабелей, установленных в верхнем положении. Сидячее положение обеспечивает стабильность корпуса и позволяет сосредоточиться на работе мышц спины без необходимости стабилизации ног. Постоянное натяжение кабелей обеспечивает равномерную нагрузку на протяжении всей амплитуды движения, что превосходит версию на тренажере верхней тяги. Отлично подходит для развития мышечной массы и силы верхней части тела, а также является безопасной альтернативой подтягиваниям для тех, кто еще не может выполнять их с собственным весом.",beginner,strength-compound,back,weight-reps,gym,0,82,true,NSCA,2.0.0,2025-01-15T10:00:00Z,2025-01-15T10:00:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""gym-equipment"",""beginner-friendly"",""back"",""cable"",""machine""],""estimatedDuration"":300,""caloriesPerMinute"":7,""searchKeywords"":[""тяга верхнего блока сидя в кроссовере"",""cable pulldown seated"",""seated cable pulldown"",""кроссовер тяга сидя"",""cable lat pulldown seated"",""тяга кабели сидя"",""seated lat pulldown"",""тяга верхнего блока кроссовер""],""localizations"":{""en"":{""name"":""Seated Cable Pulldown"",""description"":""Basic exercise targeting latissimus dorsi, rhomboids, biceps, and middle deltoids. Performed seated in a crossover with cables set in the upper position, providing core stability and focused back muscle work.""}}}"
australian-pull-ups,strength,Австралийские подтягивания,"Базовое упражнение с собственным весом для развития широчайших мышц спины, ромбовидных, бицепсов и средних дельт. Выполняется лежа под перекладиной (турником или брусьями) с подтягиванием тела вверх до касания грудью перекладины. Горизонтальное положение тела значительно облегчает упражнение по сравнению с вертикальными подтягиваниями, что делает его отличной альтернативой для начинающих и тех, кто еще не может выполнять классические подтягивания. Отлично подходит для домашних тренировок и развития функциональной силы верхней части тела.",beginner,strength-compound,back,bodyweight-reps,both,0,85,true,NSCA,2.0.0,2025-01-15T10:00:00Z,2025-01-15T10:00:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""beginner-friendly"",""home-workout"",""back"",""horizontal-pull""],""estimatedDuration"":240,""caloriesPerMinute"":7,""searchKeywords"":[""австралийские подтягивания"",""australian pull-ups"",""australian pullups"",""горизонтальные подтягивания"",""horizontal pull-ups"",""подтягивания лежа"",""lying pull-ups"",""inverted row"",""обратная тяга""],""localizations"":{""en"":{""name"":""Australian Pull-Ups"",""description"":""Beginner-friendly horizontal bodyweight exercise targeting latissimus dorsi, rhomboids, biceps, and middle deltoids. Performed lying under a bar, pulling body up until chest touches the bar. Excellent alternative to vertical pull-ups for beginners.""}}}"
australian-pull-ups-feet-elevated,strength,Австралийские подтягивания с ногами на возвышении,"Промежуточное упражнение с собственным весом для развития широчайших мышц спины, ромбовидных, бицепсов и средних дельт. Выполняется лежа под перекладиной с ногами, расположенными на возвышении (скамья, стул, платформа), что увеличивает угол наклона тела и усложняет упражнение. Увеличенный угол наклона создает большую нагрузку на мышцы спины и рук по сравнению с базовыми австралийскими подтягиваниями, делая упражнение более эффективным для развития силы и массы. Требует хорошей базовой силы для обычных австралийских подтягиваний. Отлично подходит для прогрессии от базовых австралийских подтягиваний и подготовки к вертикальным подтягиваниям.",intermediate,strength-compound,back,bodyweight-reps,both,3,80,true,NSCA,2.0.0,2025-01-15T10:00:00Z,2025-01-15T10:00:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""intermediate-friendly"",""home-workout"",""back"",""horizontal-pull"",""progression""],""estimatedDuration"":240,""caloriesPerMinute"":8,""searchKeywords"":[""австралийские подтягивания с ногами на возвышении"",""australian pull-ups feet elevated"",""feet elevated australian pull-ups"",""горизонтальные подтягивания ноги на возвышении"",""horizontal pull-ups elevated"",""inverted row feet elevated"",""обратная тяга ноги на возвышении""],""localizations"":{""en"":{""name"":""Australian Pull-Ups with Feet Elevated"",""description"":""Intermediate horizontal bodyweight exercise with feet on an elevated platform, increasing body angle and difficulty. Targets latissimus dorsi, rhomboids, biceps, and middle deltoids. Excellent progression from basic Australian pull-ups.""}}}"
