id,exercise_id,muscle_type,muscle_name,activation_level,created_at
674,pendlay-row,primary,rhomboids,80,2025-01-15T10:00:00Z
675,pendlay-row,primary,middle-deltoid,75,2025-01-15T10:00:00Z
676,pendlay-row,primary,biceps-brachii,70,2025-01-15T10:00:00Z
677,pendlay-row,secondary,trapezius,70,2025-01-15T10:00:00Z
678,pendlay-row,secondary,erector-spinae,75,2025-01-15T10:00:00Z
679,pendlay-row,secondary,forearms,65,2025-01-15T10:00:00Z
680,ez-bar-bent-over-row,primary,latissimus-dorsi,85,2025-01-15T10:00:00Z
681,ez-bar-bent-over-row,primary,rhomboids,80,2025-01-15T10:00:00Z
682,ez-bar-bent-over-row,primary,middle-deltoid,75,2025-01-15T10:00:00Z
683,ez-bar-bent-over-row,primary,biceps-brachii,70,2025-01-15T10:00:00Z
684,ez-bar-bent-over-row,secondary,trapezius,65,2025-01-15T10:00:00Z
685,ez-bar-bent-over-row,secondary,erector-spinae,60,2025-01-15T10:00:00Z
686,ez-bar-bent-over-row,secondary,forearms,55,2025-01-15T10:00:00Z
687,swiss-bar-row,primary,latissimus-dorsi,85,2025-01-15T10:00:00Z
688,swiss-bar-row,primary,rhomboids,80,2025-01-15T10:00:00Z
689,swiss-bar-row,primary,middle-deltoid,75,2025-01-15T10:00:00Z
690,swiss-bar-row,primary,biceps-brachii,70,2025-01-15T10:00:00Z
691,swiss-bar-row,secondary,trapezius,65,2025-01-15T10:00:00Z
692,swiss-bar-row,secondary,erector-spinae,60,2025-01-15T10:00:00Z
693,swiss-bar-row,secondary,forearms,55,2025-01-15T10:00:00Z
693,cable-seated-row,primary,latissimus-dorsi,85,2025-01-15T10:00:00Z
694,cable-seated-row,primary,rhomboids,80,2025-01-15T10:00:00Z
695,cable-seated-row,primary,middle-deltoid,75,2025-01-15T10:00:00Z
695,cable-seated-row,primary,biceps-brachii,70,2025-01-15T10:00:00Z
696,cable-seated-row,secondary,trapezius,60,2025-01-15T10:00:00Z
697,cable-seated-row,secondary,core-muscles,40,2025-01-15T10:00:00Z
698,cable-seated-row,stabilizer,erector-spinae,50,2025-01-15T10:00:00Z
699,cable-standing-row,primary,latissimus-dorsi,85,2025-01-15T10:00:00Z
700,cable-standing-row,primary,rhomboids,80,2025-01-15T10:00:00Z
701,cable-standing-row,primary,middle-deltoid,75,2025-01-15T10:00:00Z
702,cable-standing-row,primary,biceps-brachii,70,2025-01-15T10:00:00Z
703,cable-standing-row,secondary,trapezius,60,2025-01-15T10:00:00Z
704,cable-standing-row,secondary,core-muscles,55,2025-01-15T10:00:00Z
706,cable-standing-row,stabilizer,erector-spinae,60,2025-01-15T10:00:00Z
707,cable-standing-row,stabilizer,gluteus-maximus,45,2025-01-15T10:00:00Z
708,cable-one-arm-row,primary,latissimus-dorsi,85,2025-01-15T10:00:00Z
709,cable-one-arm-row,primary,rhomboids,80,2025-01-15T10:00:00Z
710,cable-one-arm-row,primary,middle-deltoid,75,2025-01-15T10:00:00Z
711,cable-one-arm-row,primary,biceps-brachii,70,2025-01-15T10:00:00Z
712,cable-one-arm-row,secondary,trapezius,60,2025-01-15T10:00:00Z
713,cable-one-arm-row,secondary,core-muscles,65,2025-01-15T10:00:00Z
714,cable-one-arm-row,secondary,obliques,55,2025-01-15T10:00:00Z
715,cable-one-arm-row,stabilizer,erector-spinae,70,2025-01-15T10:00:00Z
716,cable-one-arm-row,stabilizer,transverse-abdominis,60,2025-01-15T10:00:00Z
717,cable-wide-grip-row,primary,latissimus-dorsi,80,2025-01-15T10:00:00Z
718,cable-wide-grip-row,primary,rhomboids,85,2025-01-15T10:00:00Z
719,cable-wide-grip-row,primary,middle-deltoid,80,2025-01-15T10:00:00Z
720,cable-wide-grip-row,secondary,biceps-brachii,60,2025-01-15T10:00:00Z
721,cable-wide-grip-row,secondary,trapezius,70,2025-01-15T10:00:00Z
722,cable-wide-grip-row,secondary,core-muscles,40,2025-01-15T10:00:00Z
723,cable-wide-grip-row,stabilizer,erector-spinae,50,2025-01-15T10:00:00Z
724,cable-wide-grip-row,stabilizer,posterior-deltoid,55,2025-01-15T10:00:00Z
725,cable-close-grip-row,primary,latissimus-dorsi,80,2025-01-15T10:00:00Z
726,cable-close-grip-row,primary,rhomboids,75,2025-01-15T10:00:00Z
727,cable-close-grip-row,primary,biceps-brachii,85,2025-01-15T10:00:00Z
728,cable-close-grip-row,primary,brachialis,75,2025-01-15T10:00:00Z
729,cable-close-grip-row,secondary,trapezius,60,2025-01-15T10:00:00Z
730,cable-close-grip-row,secondary,middle-deltoid,65,2025-01-15T10:00:00Z
731,cable-close-grip-row,secondary,core-muscles,40,2025-01-15T10:00:00Z
732,cable-close-grip-row,stabilizer,erector-spinae,50,2025-01-15T10:00:00Z
733,cable-horizontal-row-underhand-grip,primary,biceps-brachii,90,2025-01-15T10:00:00Z
734,cable-horizontal-row-underhand-grip,primary,latissimus-dorsi,75,2025-01-15T10:00:00Z
735,cable-horizontal-row-underhand-grip,primary,rhomboids,70,2025-01-15T10:00:00Z
736,cable-horizontal-row-underhand-grip,primary,brachialis,80,2025-01-15T10:00:00Z
737,cable-horizontal-row-underhand-grip,secondary,trapezius,60,2025-01-15T10:00:00Z
738,cable-horizontal-row-underhand-grip,secondary,middle-deltoid,55,2025-01-15T10:00:00Z
739,cable-horizontal-row-underhand-grip,secondary,core-muscles,40,2025-01-15T10:00:00Z
740,cable-horizontal-row-neutral-grip,primary,latissimus-dorsi,80,2025-01-15T10:00:00Z
741,cable-horizontal-row-neutral-grip,primary,rhomboids,75,2025-01-15T10:00:00Z
742,cable-horizontal-row-neutral-grip,primary,biceps-brachii,75,2025-01-15T10:00:00Z
743,cable-horizontal-row-neutral-grip,primary,middle-deltoid,70,2025-01-15T10:00:00Z
744,cable-horizontal-row-neutral-grip,secondary,trapezius,65,2025-01-15T10:00:00Z
745,cable-horizontal-row-neutral-grip,secondary,brachialis,70,2025-01-15T10:00:00Z
746,cable-horizontal-row-neutral-grip,secondary,core-muscles,40,2025-01-15T10:00:00Z
747,cable-crossover-row-high,primary,latissimus-dorsi,75,2025-01-15T10:00:00Z
748,cable-crossover-row-high,primary,rhomboids,80,2025-01-15T10:00:00Z
749,cable-crossover-row-high,primary,middle-deltoid,75,2025-01-15T10:00:00Z
750,cable-crossover-row-high,secondary,biceps-brachii,65,2025-01-15T10:00:00Z
751,cable-crossover-row-high,secondary,trapezius,70,2025-01-15T10:00:00Z
752,cable-crossover-row-high,secondary,core-muscles,50,2025-01-15T10:00:00Z
753,cable-crossover-row-high,stabilizer,erector-spinae,55,2025-01-15T10:00:00Z
754,cable-crossover-row-low,primary,latissimus-dorsi,85,2025-01-15T10:00:00Z
755,cable-crossover-row-low,primary,rhomboids,75,2025-01-15T10:00:00Z
756,cable-crossover-row-low,primary,middle-deltoid,70,2025-01-15T10:00:00Z
757,cable-crossover-row-low,primary,biceps-brachii,75,2025-01-15T10:00:00Z
758,cable-crossover-row-low,secondary,trapezius,65,2025-01-15T10:00:00Z
759,cable-crossover-row-low,secondary,brachialis,70,2025-01-15T10:00:00Z
760,cable-crossover-row-low,secondary,core-muscles,50,2025-01-15T10:00:00Z
761,cable-crossover-row-low,stabilizer,erector-spinae,55,2025-01-15T10:00:00Z
762,cable-horizontal-row-kneeling,primary,latissimus-dorsi,80,2025-01-15T10:00:00Z
763,cable-horizontal-row-kneeling,primary,rhomboids,75,2025-01-15T10:00:00Z
764,cable-horizontal-row-kneeling,primary,middle-deltoid,70,2025-01-15T10:00:00Z
765,cable-horizontal-row-kneeling,primary,biceps-brachii,75,2025-01-15T10:00:00Z
766,cable-horizontal-row-kneeling,secondary,trapezius,65,2025-01-15T10:00:00Z
767,cable-horizontal-row-kneeling,secondary,core-muscles,55,2025-01-15T10:00:00Z
768,cable-horizontal-row-kneeling,secondary,transverse-abdominis,50,2025-01-15T10:00:00Z
769,cable-horizontal-row-kneeling,stabilizer,erector-spinae,60,2025-01-15T10:00:00Z
770,hammer-strength-row,primary,latissimus-dorsi,85,2025-11-08T20:00:00Z
771,hammer-strength-row,primary,rhomboids,80,2025-11-08T20:00:00Z
772,hammer-strength-row,primary,middle-deltoid,75,2025-11-08T20:00:00Z
773,hammer-strength-row,primary,biceps-brachii,70,2025-11-08T20:00:00Z
774,hammer-strength-row,secondary,trapezius,65,2025-11-08T20:00:00Z
775,hammer-strength-row,secondary,core-muscles,40,2025-11-08T20:00:00Z
776,hammer-strength-row,stabilizer,erector-spinae,45,2025-11-08T20:00:00Z
777,t-bar-row-machine,primary,latissimus-dorsi,88,2025-11-08T20:00:00Z
778,t-bar-row-machine,primary,rhomboids,82,2025-11-08T20:00:00Z
779,t-bar-row-machine,primary,middle-deltoid,75,2025-11-08T20:00:00Z
780,t-bar-row-machine,primary,biceps-brachii,72,2025-11-08T20:00:00Z
781,t-bar-row-machine,secondary,trapezius,68,2025-11-08T20:00:00Z
782,t-bar-row-machine,secondary,core-muscles,35,2025-11-08T20:00:00Z
783,t-bar-row-machine,stabilizer,erector-spinae,40,2025-11-08T20:00:00Z
784,trx-row,primary,latissimus-dorsi,80,2025-11-30T19:52:21Z
785,trx-row,primary,rhomboids,75,2025-11-30T19:52:21Z
786,trx-row,primary,middle-deltoid,70,2025-11-30T19:52:21Z
787,trx-row,primary,biceps-brachii,70,2025-11-30T19:52:21Z
788,trx-row,secondary,trapezius,65,2025-11-30T19:52:21Z
789,trx-row,secondary,core-muscles,75,2025-11-30T19:52:21Z
790,trx-row,secondary,forearms,65,2025-11-30T19:52:21Z
791,trx-row,secondary,brachialis,60,2025-11-30T19:52:21Z
792,trx-row,stabilizer,erector-spinae,65,2025-11-30T19:52:21Z
793,trx-row,stabilizer,posterior-deltoid,60,2025-11-30T19:52:21Z
794,trx-row-wide-grip,primary,latissimus-dorsi,85,2025-11-30T19:52:21Z
795,trx-row-wide-grip,primary,rhomboids,80,2025-11-30T19:52:21Z
796,trx-row-wide-grip,primary,middle-deltoid,75,2025-11-30T19:52:21Z
797,trx-row-wide-grip,secondary,trapezius,70,2025-11-30T19:52:21Z
798,trx-row-wide-grip,secondary,biceps-brachii,60,2025-11-30T19:52:21Z
799,trx-row-wide-grip,secondary,core-muscles,75,2025-11-30T19:52:21Z
800,trx-row-wide-grip,secondary,forearms,65,2025-11-30T19:52:21Z
801,trx-row-wide-grip,stabilizer,erector-spinae,70,2025-11-30T19:52:21Z
802,trx-row-wide-grip,stabilizer,posterior-deltoid,65,2025-11-30T19:52:21Z
803,trx-row-close-grip,primary,latissimus-dorsi,75,2025-11-30T19:52:21Z
804,trx-row-close-grip,primary,rhomboids,75,2025-11-30T19:52:21Z
805,trx-row-close-grip,primary,biceps-brachii,80,2025-11-30T19:52:21Z
806,trx-row-close-grip,primary,brachialis,75,2025-11-30T19:52:21Z
807,trx-row-close-grip,secondary,trapezius,65,2025-11-30T19:52:21Z
808,trx-row-close-grip,secondary,middle-deltoid,65,2025-11-30T19:52:21Z
809,trx-row-close-grip,secondary,core-muscles,75,2025-11-30T19:52:21Z
810,trx-row-close-grip,secondary,forearms,70,2025-11-30T19:52:21Z
811,trx-row-close-grip,stabilizer,erector-spinae,65,2025-11-30T19:52:21Z
812,trx-row-close-grip,stabilizer,posterior-deltoid,60,2025-11-30T19:52:21Z
813,trx-row-archer,primary,latissimus-dorsi,85,2025-11-30T19:52:21Z
814,trx-row-archer,primary,rhomboids,80,2025-11-30T19:52:21Z
815,trx-row-archer,primary,middle-deltoid,75,2025-11-30T19:52:21Z
816,trx-row-archer,primary,biceps-brachii,75,2025-11-30T19:52:21Z
817,trx-row-archer,secondary,trapezius,70,2025-11-30T19:52:21Z
818,trx-row-archer,secondary,core-muscles,90,2025-11-30T19:52:21Z
819,trx-row-archer,secondary,obliques,85,2025-11-30T19:52:21Z
820,trx-row-archer,secondary,forearms,70,2025-11-30T19:52:21Z
821,trx-row-archer,secondary,brachialis,70,2025-11-30T19:52:21Z
822,trx-row-archer,stabilizer,erector-spinae,80,2025-11-30T19:52:21Z
823,trx-row-archer,stabilizer,posterior-deltoid,65,2025-11-30T19:52:21Z
824,trx-row-archer,stabilizer,gluteus-maximus,75,2025-11-30T19:52:21Z
