exercise_id,force,breathing_eccentric,breathing_concentric,breathing_description,programming,muscle_details,created_at,updated_at
trx-pull-ups-assisted,pull,Выдох,Вдох,"Выдох при контролируемом опускании тела вниз, глубокий вдох при мощном подтягивании вверх. Контролируемое дыхание критически важно для поддержания стабильности TRX петель и правильной техники. Нестабильность TRX требует более осознанного контроля дыхания по сравнению с подтягиваниями на турнике, но поддержка ногами делает дыхание более комфортным для начинающих. Выдох при опускании помогает расслабить мышцы и подготовить их к следующему повторению, а вдох при подъеме помогает стабилизировать корпус и создать дополнительную силу для контроля петель. Дышите ритмично для максимальной эффективности.","{""sets"":{""min"":2,""max"":4},""reps"":{""min"":6,""max"":15},""rest"":{""min"":90,""max"":120},""tempo"":""2-1-1-0"",""intensity"":{""min"":50,""max"":70}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""transverse-abdominis"",""obliques""]}",2025-11-08T17:15:00Z,2025-11-08T17:15:00Z
lat-pulldown-wide-grip,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукоятки вверх, глубокий вдох при мощном подтягивании рукоятки вниз к груди. Дышите ритмично и контролируемо, не задерживайте дыхание. Широкий хват требует хорошей гибкости плеч, поэтому контролируемое дыхание критически важно для поддержания правильной техники и предотвращения чрезмерного растяжения плечевых суставов. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":6,""max"":12},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid""],""secondary_muscles"":[""biceps-brachii"",""trapezius"",""core-muscles""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""forearms"",""rear-deltoid""]}",2025-11-08T18:00:00Z,2025-11-08T18:00:00Z
lat-pulldown-medium-grip,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукоятки вверх, глубокий вдох при мощном подтягивании рукоятки вниз к груди. Дышите ритмично и контролируемо, не задерживайте дыхание. Сбалансированная нагрузка делает дыхание более естественным, что позволяет начинающим лучше контролировать технику выполнения. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid""]}",2025-11-08T18:05:00Z,2025-11-08T18:05:00Z
lat-pulldown-close-grip,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукоятки вверх, глубокий вдох при мощном подтягивании рукоятки вниз к груди. Дышите ритмично и контролируемо, не задерживайте дыхание. Узкий хват создает больший акцент на бицепсы, поэтому контролируемое дыхание помогает поддерживать правильную технику и предотвращает использование инерции. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":12},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""brachialis""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""middle-deltoid""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid""]}",2025-11-08T18:10:00Z,2025-11-08T18:10:00Z
lat-pulldown-underhand-grip,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукоятки вверх, глубокий вдох при мощном подтягивании рукоятки вниз к груди. Дышите ритмично и контролируемо, не задерживайте дыхание. Обратный хват максимально активирует бицепсы, поэтому контролируемое дыхание критически важно для поддержания правильной техники и предотвращения использования инерции. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""biceps-brachii"",""latissimus-dorsi"",""rhomboids"",""brachialis""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""lower-latissimus-dorsi""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid""]}",2025-11-08T18:15:00Z,2025-11-08T18:15:00Z
lat-pulldown-neutral-grip,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукоятки вверх, глубокий вдох при мощном подтягивании рукоятки вниз к груди. Дышите ритмично и контролируемо, не задерживайте дыхание. Нейтральный хват обеспечивает более естественное положение суставов, поэтому дыхание должно быть комфортным и естественным. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости. Нейтральный хват делает это упражнение отличным выбором для людей с проблемами плеч или локтей.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":12},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid""]}",2025-11-08T18:20:00Z,2025-11-08T18:20:00Z
lat-pulldown-behind-neck,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукоятки вверх, глубокий вдох при мощном подтягивании рукоятки за голову. Контролируемое дыхание критически важно для поддержания правильной техники и предотвращения чрезмерного растяжения плечевых суставов. Уникальная траектория движения требует особого контроля дыхания для поддержания стабильности и правильной техники. Не задерживайте дыхание - это может привести к потере контроля и травме плечевых суставов. Дышите ритмично, синхронизируя дыхание с движением для максимальной эффективности и безопасности. Подтягивание за голову требует исключительной гибкости плеч, поэтому контролируемое дыхание помогает поддерживать правильную технику.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":4,""max"":10},""rest"":{""min"":120,""max"":180},""tempo"":""3-1-1-0"",""intensity"":{""min"":75,""max"":90}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""posterior-deltoid""],""secondary_muscles"":[""trapezius"",""biceps-brachii"",""core-muscles"",""forearms""],""stabilizers"":[""erector-spinae"",""rear-deltoid"",""infraspinatus"",""teres-minor""]}",2025-11-08T19:00:00Z,2025-11-08T19:00:00Z
lat-pulldown-straight-arm,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукоятки вверх, глубокий вдох при мощном опускании рукоятки вниз прямыми руками. Контролируемое дыхание критически важно для поддержания стабильности корпуса и правильной техники выполнения упражнения прямыми руками. Изолирующее движение требует большего контроля и концентрации, поэтому особенно важно контролировать дыхание. Не задерживайте дыхание - это может привести к потере контроля и нарушению стабильности корпуса. Дышите ритмично, синхронизируя дыхание с движением для максимальной эффективности и безопасности. Упражнение прямыми руками требует хорошей стабильности, поэтому контролируемое дыхание помогает поддерживать правильную технику.","{""sets"":{""min"":3,""max"":4},""reps"":{""min"":10,""max"":15},""rest"":{""min"":90,""max"":120},""tempo"":""2-1-2-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""latissimus-dorsi""],""secondary_muscles"":[""rhomboids"",""core-muscles"",""serratus-anterior""],""stabilizers"":[""erector-spinae"",""trapezius"",""posterior-deltoid"",""rear-deltoid"",""obliques""]}",2025-11-08T19:05:00Z,2025-11-08T19:05:00Z
lat-pulldown-one-arm,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукоятки вверх, глубокий вдох при мощном подтягивании рукоятки одной рукой вниз к груди. Контролируемое дыхание критически важно для поддержания стабильности корпуса и предотвращения ротации при односторонней нагрузке. Односторонняя работа требует максимального напряжения кора, поэтому правильное дыхание помогает создавать внутрибрюшное давление для стабилизации позвоночника. Не задерживайте дыхание - это может привести к потере контроля и компенсациям. Дышите ритмично, синхронизируя дыхание с движением для максимальной эффективности и безопасности. Односторонняя нагрузка требует особого контроля дыхания для поддержания правильной техники и предотвращения мышечных дисбалансов.","{""sets"":{""min"":3,""max"":4},""reps"":{""min"":6,""max"":12},""rest"":{""min"":90,""max"":120},""tempo"":""3-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""core-muscles"",""obliques"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""transverse-abdominis"",""obliques""]}",2025-11-08T19:10:00Z,2025-11-08T19:10:00Z
lat-pulldown-wide-grip-chest,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукоятки вверх, глубокий вдох при мощном подтягивании рукоятки широким хватом вниз к верхней части груди. Дышите ритмично и контролируемо, не задерживайте дыхание. Широкий хват требует хорошей гибкости плеч, поэтому контролируемое дыхание критически важно для поддержания правильной техники и предотвращения чрезмерного растяжения плечевых суставов. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":6,""max"":12},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid""],""secondary_muscles"":[""biceps-brachii"",""trapezius"",""core-muscles""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""forearms"",""rear-deltoid""]}",2025-11-08T19:15:00Z,2025-11-08T19:15:00Z
cable-pulldown-standing,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукояток вверх, глубокий вдох при мощном подтягивании рукояток вниз к груди. Дышите ритмично и контролируемо, не задерживайте дыхание. Стоячее положение требует активной работы стабилизаторов корпуса, поэтому контролируемое дыхание критически важно для поддержания правильной техники и стабильности. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости. Постоянное натяжение кабелей требует контролируемого дыхания для поддержания правильной техники на протяжении всей амплитуды движения.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""transverse-abdominis"",""gluteus-maximus"",""quadriceps""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
cable-pulldown-seated,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукояток вверх, глубокий вдох при мощном подтягивании рукояток вниз к груди. Дышите ритмично и контролируемо, не задерживайте дыхание. Сидячее положение обеспечивает стабильность корпуса, поэтому дыхание должно быть комфортным и естественным. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости. Постоянное натяжение кабелей обеспечивает равномерную нагрузку, поэтому контролируемое дыхание помогает поддерживать правильную технику на протяжении всей амплитуды движения.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
australian-pull-ups,pull,Выдох,Вдох,"Выдох при контролируемом опускании тела вниз, глубокий вдох при мощном подтягивании тела вверх до касания грудью перекладины. Дышите ритмично и контролируемо, не задерживайте дыхание. Горизонтальное положение тела делает дыхание более комфортным по сравнению с вертикальными подтягиваниями, что позволяет начинающим лучше контролировать технику выполнения. Выдох при опускании помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости.","{""sets"":{""min"":2,""max"":5},""reps"":{""min"":6,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":60,""max"":75}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid"",""gluteus-maximus"",""hamstrings""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
australian-pull-ups-feet-elevated,pull,Выдох,Вдох,"Выдох при контролируемом опускании тела вниз, глубокий вдох при мощном подтягивании тела вверх до касания грудью перекладины. Дышите ритмично и контролируемо, не задерживайте дыхание. Увеличенный угол наклона тела требует более осознанного контроля дыхания для поддержания стабильности корпуса на протяжении всей амплитуды движения. Выдох при опускании помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":5,""max"":12},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid"",""gluteus-maximus"",""hamstrings"",""quadriceps""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
australian-pull-ups-underhand-grip,pull,Выдох,Вдох,"Выдох при контролируемом опускании тела вниз, глубокий вдох при мощном подтягивании тела вверх до касания грудью перекладины. Дышите ритмично и контролируемо, не задерживайте дыхание. Обратный хват максимально активирует бицепсы, поэтому контролируемое дыхание критически важно для поддержания правильной техники и предотвращения использования инерции. Выдох при опускании помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости.","{""sets"":{""min"":2,""max"":5},""reps"":{""min"":6,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""biceps-brachii"",""latissimus-dorsi"",""rhomboids"",""brachialis""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""lower-latissimus-dorsi"",""middle-deltoid""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid"",""gluteus-maximus"",""hamstrings""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
dumbbell-one-arm-row,pull,Выдох,Вдох,"Выдох при контролируемом опускании гантели вниз, глубокий вдох при мощном подтягивании гантели к поясу. Контролируемое дыхание критически важно для поддержания стабильности корпуса и предотвращения ротации позвоночника при односторонней нагрузке. Односторонняя работа требует максимального напряжения кора, поэтому правильное дыхание помогает создавать внутрибрюшное давление для стабилизации позвоночника. Не задерживайте дыхание - это может привести к потере контроля и компенсациям. Дышите ритмично, синхронизируя дыхание с движением для максимальной эффективности и безопасности.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":12},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""biceps-brachii""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""transverse-abdominis"",""obliques"",""gluteus-maximus""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
dumbbell-bent-over-row,pull,Выдох,Вдох,"Выдох при контролируемом опускании гантелей вниз, глубокий вдох при мощном подтягивании гантелей к поясу. Дышите ритмично и контролируемо, не задерживайте дыхание. Двусторонняя работа обеспечивает сбалансированную нагрузку, поэтому дыхание должно быть комфортным и естественным. Выдох при опускании помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости. Контролируемое дыхание критически важно для поддержания стабильности корпуса в наклонном положении.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":12},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""biceps-brachii""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""gluteus-maximus"",""hamstrings""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
dumbbell-incline-bench-row,pull,Выдох,Вдох,"Выдох при контролируемом опускании гантелей вниз, глубокий вдох при мощном подтягивании гантелей к поясу. Дышите ритмично и контролируемо, не задерживайте дыхание. Наклонная скамья обеспечивает поддержку корпуса, поэтому дыхание должно быть комфортным и естественным. Выдох при опускании помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости. Положение лицом вниз требует особого контроля дыхания для предотвращения дискомфорта.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""biceps-brachii""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""posterior-deltoid"",""rear-deltoid""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
plank-row,pull,Выдох,Вдох,"Выдох при контролируемом опускании гантели вниз, глубокий вдох при мощном подтягивании гантели к поясу. Контролируемое дыхание критически важно для поддержания стабильности корпуса в планке и предотвращения ротации позвоночника при односторонней нагрузке. Комбинация планки и тяги создает экстремальные требования к дыхательной системе, поэтому особенно важно контролировать дыхание. Не задерживайте дыхание - это может привести к потере контроля и нарушению техники планки. Дышите ритмично, синхронизируя дыхание с движением для максимальной эффективности и безопасности. Удержание планки требует дополнительного контроля дыхания.","{""sets"":{""min"":3,""max"":4},""reps"":{""min"":6,""max"":10},""rest"":{""min"":120,""max"":180},""tempo"":""2-1-1-0"",""intensity"":{""min"":75,""max"":90}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""biceps-brachii"",""transverse-abdominis"",""rectus-abdominis""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis"",""obliques""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""gluteus-maximus"",""quadriceps"",""serratus-anterior""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
barbell-bent-over-row,pull,Выдох,Вдох,"Выдох при контролируемом опускании штанги вниз, глубокий вдох при мощном подтягивании штанги к поясу. Дышите ритмично и контролируемо, не задерживайте дыхание. Наклонное положение требует активной работы стабилизаторов корпуса, поэтому контролируемое дыхание критически важно для поддержания правильной техники и стабильности. Выдох при опускании помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":6,""max"":12},""rest"":{""min"":120,""max"":180},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""biceps-brachii""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""gluteus-maximus"",""hamstrings""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
barbell-bent-over-row-underhand,pull,Выдох,Вдох,"Выдох при контролируемом опускании штанги вниз, глубокий вдох при мощном подтягивании штанги к поясу. Дышите ритмично и контролируемо, не задерживайте дыхание. Обратный хват создает больший акцент на бицепсы, поэтому контролируемое дыхание критически важно для поддержания правильной техники и предотвращения использования инерции. Выдох при опускании помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":6,""max"":12},""rest"":{""min"":120,""max"":180},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""brachialis""],""secondary_muscles"":[""trapezius"",""middle-deltoid"",""core-muscles"",""forearms"",""lower-latissimus-dorsi""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""gluteus-maximus"",""hamstrings""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
yates-row,pull,Выдох,Вдох,"Выдох при контролируемом опускании штанги вниз, глубокий вдох при мощном подтягивании штанги к нижней части груди или верхней части живота. Дышите ритмично и контролируемо, не задерживайте дыхание. Более вертикальное положение корпуса снижает нагрузку на поясницу, но требует более осознанного контроля дыхания для поддержания стабильности. Выдох при опускании помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":6,""max"":12},""rest"":{""min"":120,""max"":180},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""posterior-deltoid"",""trapezius""],""secondary_muscles"":[""biceps-brachii"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""rear-deltoid"",""gluteus-maximus"",""hamstrings""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
pendlay-row,pull,Выдох,Вдох,"Глубокий вдох перед началом движения, мощный выдох при взрывном подтягивании штанги от пола к поясу. Вдох при возвращении штанги на пол и полной остановке. Контролируемое дыхание критически важно для поддержания правильной техники и генерации максимальной взрывной силы. Каждое повторение начинается с полной остановки, что требует особого контроля дыхания для подготовки к следующему взрывному движению. Не задерживайте дыхание - это может привести к потере контроля и нарушению техники.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":4,""max"":8},""rest"":{""min"":150,""max"":240},""tempo"":""1-0-1-0"",""intensity"":{""min"":75,""max"":90}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""biceps-brachii""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis"",""erector-spinae""],""stabilizers"":[""posterior-deltoid"",""gluteus-maximus"",""hamstrings"",""quadriceps""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
ez-bar-bent-over-row,pull,Выдох,Вдох,"Выдох при контролируемом опускании EZ-грифа вниз, глубокий вдох при мощном подтягивании грифа к поясу. Дышите ритмично и контролируемо, не задерживайте дыхание. Изогнутая форма грифа обеспечивает более естественное положение запястий, что делает дыхание более комфортным. Выдох при опускании помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":6,""max"":12},""rest"":{""min"":120,""max"":180},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""biceps-brachii""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""gluteus-maximus"",""hamstrings""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
swiss-bar-row,pull,Выдох,Вдох,"Выдох при контролируемом опускании швейцарского грифа вниз, глубокий вдох при мощном подтягивании грифа к поясу. Дышите ритмично и контролируемо, не задерживайте дыхание. Нейтральный хват обеспечивает более естественное положение плеч, поэтому дыхание должно быть комфортным и естественным. Выдох при опускании помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости. Нейтральный хват делает это упражнение отличным выбором для людей с проблемами плеч.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":6,""max"":12},""rest"":{""min"":120,""max"":180},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""biceps-brachii""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""gluteus-maximus"",""hamstrings""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
cable-seated-row,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукоятки вперед, глубокий вдох при мощном подтягивании рукоятки к поясу. Дышите ритмично и контролируемо, не задерживайте дыхание. Сидячее положение обеспечивает стабильность корпуса, поэтому дыхание должно быть комфортным и естественным. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости. Постоянное натяжение кабеля обеспечивает равномерную нагрузку, поэтому контролируемое дыхание помогает поддерживать правильную технику на протяжении всей амплитуды движения.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""biceps-brachii""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
cable-standing-row,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукоятки вперед, глубокий вдох при мощном подтягивании рукоятки к поясу. Дышите ритмично и контролируемо, не задерживайте дыхание. Стоячее положение требует активной работы стабилизаторов корпуса, поэтому контролируемое дыхание критически важно для поддержания правильной техники и стабильности. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости. Постоянное натяжение кабеля требует контролируемого дыхания для поддержания правильной техники на протяжении всей амплитуды движения.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""biceps-brachii""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""transverse-abdominis"",""gluteus-maximus"",""quadriceps""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
