id,from_exercise_id,to_exercise_id,name,relationship,reason,effectiveness_rating,notes,created_at
ref-dumbbell-bench-press-alternating-floor-02-reg,dumbbell-bench-press-alternating-floor,dumbbell-fly-floor,Разведение гантелей лежа на полу,regression,difficulty-adjustment,80,"Разведение гантелей на полу снижает требования к силе и стабилизации, позволяя отработать технику изолирующего движения перед возвратом к поочередному жиму.",2025-11-13T00:00:00Z
ref-dumbbell-fly-floor-07-prog,dumbbell-fly-floor,dumbbell-bench-press-alternating-floor,Жим гантелей (поочередно) лежа на полу,progression,skill-development,82,"Поочередный жим увеличивает силовую нагрузку и требует активной работы кора, развивая функциональную силу после освоения разведения гантелей на полу.",2025-11-13T00:00:00Z
ref-dumbbell-bench-press-alternating-floor-03-reg,dumbbell-bench-press-alternating-floor,machine-chest-press-plate-loaded,Жим от груди в рычажном тренажере,regression,difficulty-adjustment,82,"Фиксированная траектория тренажера упрощает контроль движения и убирает требования к стабилизации корпуса, позволяя отработать технику жима перед возвратом к поочередному варианту.",2025-11-13T00:00:00Z
ref-machine-chest-press-plate-loaded-12-prog,machine-chest-press-plate-loaded,dumbbell-bench-press-alternating-floor,Жим гантелей (поочередно) лежа на полу,progression,skill-development,81,"Поочередный жим требует активной работы кора и односторонней координации, развивая функциональную силу после освоения тренажера.",2025-11-13T00:00:00Z
ref-dumbbell-bench-press-alternating-floor-04-reg,dumbbell-bench-press-alternating-floor,dumbbell-press-neutral-grip,Жим гантелей с нейтральным хватом,regression,difficulty-adjustment,83,"Двусторонний жим с нейтральным хватом снижает требования к стабилизации корпуса и односторонней координации, позволяя восстановить технику перед поочередным вариантом.",2025-11-13T00:00:00Z
ref-dumbbell-press-neutral-grip-03-prog,dumbbell-press-neutral-grip,dumbbell-bench-press-alternating-floor,Жим гантелей (поочередно) лежа на полу,progression,skill-development,84,"Поочередный жим требует активной работы кора для предотвращения ротации и развивает одностороннюю силу, усложняя базовый вариант жима с нейтральным хватом.",2025-11-13T00:00:00Z
ref-dumbbell-bench-press-alternating-floor-05-prog,dumbbell-bench-press-alternating-floor,alternating-dumbbell-bench-press,Жим гантелей (поочередно) лежа на горизонтальной скамье,progression,skill-development,86,"Переход на скамью увеличивает диапазон движения и требует большей стабилизации и контроля, усложняя поочередный жим на полу.",2025-11-13T00:00:00Z
ref-alternating-dumbbell-bench-press-03-reg,alternating-dumbbell-bench-press,dumbbell-bench-press-alternating-floor,Жим гантелей (поочередно) лежа на полу,regression,difficulty-adjustment,84,"Положение на полу ограничивает диапазон движения и снижает требования к стабилизации, позволяя отработать технику поочередного жима перед переходом на скамью.",2025-11-13T00:00:00Z
ref-dumbbell-bench-press-alternating-floor-06-prog,dumbbell-bench-press-alternating-floor,incline-alternating-dumbbell-press,Жим гантелей (поочередно) лежа на наклонной скамье,progression,skill-development,87,"Наклонная скамья увеличивает нагрузку на верхнюю часть груди и требует большей стабилизации и контроля, усложняя поочередный жим на горизонтальной поверхности.",2025-11-13T00:00:00Z
ref-incline-alternating-dumbbell-press-01-reg,incline-alternating-dumbbell-press,dumbbell-bench-press-alternating-floor,Жим гантелей (поочередно) лежа на полу,regression,difficulty-adjustment,85,"Положение на полу убирает наклон и снижает требования к стабилизации, позволяя отработать технику поочередного жима перед переходом на наклонную скамью.",2025-11-13T00:00:00Z
ref-dumbbell-bench-press-alternating-floor-07-prog,dumbbell-bench-press-alternating-floor,hammer-chest-press-one-arm,Жим в хаммере одной рукой,progression,skill-development,85,"Односторонний жим в тренажере требует работы с полной нагрузкой на одну сторону и развивает максимальную стабильность корпуса, усложняя поочередный жим на полу.",2025-11-13T00:00:00Z
ref-hammer-chest-press-one-arm-05-reg,hammer-chest-press-one-arm,dumbbell-bench-press-alternating-floor,Жим гантелей (поочередно) лежа на полу,regression,difficulty-adjustment,82,"Поочередный жим на полу снижает требования к стабилизации за счет меньшего веса на каждую руку и позволяет отработать одностороннюю координацию перед переходом к полной односторонней нагрузке в тренажере.",2025-11-13T00:00:00Z
ref-dumbbell-bench-press-alternating-floor-08-alt,dumbbell-bench-press-alternating-floor,kettlebell-floor-press,Жим гири лежа на полу,alternative,equipment-availability,81,"Жим гири на полу обеспечивает схожую нагрузку на грудь с ограниченной амплитудой и уникальной формой гири, развивая функциональную силу, если доступна гиря.",2025-11-13T00:00:00Z
ref-kettlebell-floor-press-01-alt,kettlebell-floor-press,dumbbell-bench-press-alternating-floor,Жим гантелей (поочередно) лежа на полу,alternative,equipment-availability,80,"Поочередный жим гантелей обеспечивает схожую нагрузку на грудь с односторонней работой и развитием стабилизации корпуса, если доступны гантели.",2025-11-13T00:00:00Z
ref-dumbbell-bench-press-alternating-floor-09-alt,dumbbell-bench-press-alternating-floor,landmine-press,Жим лэндмайн,alternative,equipment-availability,79,"Жим лэндмайн обеспечивает схожую функциональную нагрузку на грудь с акцентом на стабилизацию корпуса, если доступна лэндмайн-установка.",2025-11-13T00:00:00Z
ref-landmine-press-01-alt,landmine-press,dumbbell-bench-press-alternating-floor,Жим гантелей (поочередно) лежа на полу,alternative,equipment-availability,78,"Поочередный жим гантелей на полу обеспечивает схожую нагрузку на грудь с односторонней работой, если нет доступа к лэндмайн-установке или нужна тренировка лежа.",2025-11-13T00:00:00Z
ref-dumbbell-bench-press-alternating-floor-10-alt,dumbbell-bench-press-alternating-floor,barbell-floor-press,Жим штанги лежа на полу,alternative,equipment-availability,82,"Жим штанги на полу обеспечивает схожую нагрузку на грудь с ограниченной амплитудой и возможностью работы с большими весами, если доступна штанга.",2025-11-13T00:00:00Z
ref-barbell-floor-press-02-alt,barbell-floor-press,dumbbell-bench-press-alternating-floor,Жим гантелей (поочередно) лежа на полу,alternative,equipment-availability,81,"Поочередный жим гантелей обеспечивает схожую нагрузку на грудь с односторонней работой и развитием стабилизации корпуса, если доступны гантели и нужна односторонняя координация.",2025-11-13T00:00:00Z
ref-kettlebell-floor-press-01-reg,kettlebell-floor-press,machine-chest-press-plate-loaded,Жим от груди в рычажном тренажере,regression,difficulty-adjustment,82,"Фиксированная траектория тренажера упрощает контроль движения и убирает требования к стабилизации формы гири, позволяя отработать технику жима перед переходом к свободным весам.",2025-11-13T00:00:00Z
ref-machine-chest-press-plate-loaded-13-prog,machine-chest-press-plate-loaded,kettlebell-floor-press,Жим гири лежа на полу,progression,skill-development,81,"Переход к гире требует контроля уникальной формы снаряда и стабилизации, развивая функциональную силу после освоения тренажера.",2025-11-13T00:00:00Z
ref-kettlebell-floor-press-02-reg,kettlebell-floor-press,dumbbell-fly-floor,Разведение гантелей лежа на полу,regression,difficulty-adjustment,78,"Разведение гантелей на полу снижает силовую нагрузку и требования к контролю формы снаряда, позволяя отработать технику изолирующего движения перед возвратом к жиму гири.",2025-11-13T00:00:00Z
ref-dumbbell-fly-floor-08-prog,dumbbell-fly-floor,kettlebell-floor-press,Жим гири лежа на полу,progression,skill-development,80,"Переход к жиму гири увеличивает силовую нагрузку и требует контроля уникальной формы снаряда, развивая функциональную силу после освоения разведения гантелей на полу.",2025-11-13T00:00:00Z
ref-kettlebell-floor-press-02-prog,kettlebell-floor-press,barbell-floor-press,Жим штанги лежа на полу,progression,skill-development,85,"Переход к штанге требует большего контроля траектории и позволяет работать с большими весами, усложняя жим гири за счет необходимости симметричной стабилизации.",2025-11-13T00:00:00Z
ref-barbell-floor-press-03-reg,barbell-floor-press,kettlebell-floor-press,Жим гири лежа на полу,regression,difficulty-adjustment,83,"Возврат к гире снижает вес и требования к симметричной стабилизации, сохраняя ограниченную амплитуду и безопасность для плеч.",2025-11-13T00:00:00Z
ref-kettlebell-floor-press-03-prog,kettlebell-floor-press,alternating-dumbbell-bench-press,Жим гантелей (поочередно) лежа на горизонтальной скамье,progression,skill-development,84,"Переход на скамью с поочередным жимом увеличивает диапазон движения и требует активной работы кора для предотвращения ротации, усложняя жим гири на полу.",2025-11-13T00:00:00Z
ref-alternating-dumbbell-bench-press-04-reg,alternating-dumbbell-bench-press,kettlebell-floor-press,Жим гири лежа на полу,regression,difficulty-adjustment,82,"Возврат к жиму гири на полу ограничивает диапазон движения и снижает требования к стабилизации корпуса, позволяя отработать технику перед переходом на скамью.",2025-11-13T00:00:00Z
ref-kettlebell-floor-press-04-prog,kettlebell-floor-press,dumbbell-bench-press-flat,Жим гантелей лежа на горизонтальной скамье,progression,skill-development,86,"Переход на скамью увеличивает диапазон движения и требует большей стабилизации и контроля, усложняя жим гири на полу за счет полной амплитуды.",2025-11-13T00:00:00Z
ref-dumbbell-bench-press-flat-07-reg,dumbbell-bench-press-flat,kettlebell-floor-press,Жим гири лежа на полу,regression,difficulty-adjustment,84,"Возврат к жиму гири на полу ограничивает диапазон движения и снижает нагрузку на плечи, позволяя отработать технику перед переходом на скамью.",2025-11-13T00:00:00Z
ref-kettlebell-floor-press-03-alt,kettlebell-floor-press,barbell-floor-press,Жим штанги лежа на полу,alternative,equipment-availability,83,"Жим штанги на полу обеспечивает схожую нагрузку на грудь с ограниченной амплитудой и возможностью работы с большими весами, если доступна штанга.",2025-11-13T00:00:00Z
ref-barbell-floor-press-04-alt,barbell-floor-press,kettlebell-floor-press,Жим гири лежа на полу,alternative,equipment-availability,82,"Жим гири на полу обеспечивает схожую нагрузку на грудь с ограниченной амплитудой и уникальной формой гири, развивая функциональную силу, если доступна гиря.",2025-11-13T00:00:00Z
ref-landmine-press-01-reg,landmine-press,standing-cable-crossover-press,Жим в кроссовере стоя,regression,difficulty-adjustment,81,"Жим в кроссовере стоя упрощает контроль траектории и снижает требования к стабилизации корпуса, позволяя отработать технику функционального жима перед возвратом к лэндмайну.",2025-11-13T00:00:00Z
ref-standing-cable-crossover-press-01-prog,standing-cable-crossover-press,landmine-press,Жим лэндмайн,progression,skill-development,83,"Переход к лэндмайну требует большей стабилизации корпуса и контроля уникальной траектории движения, развивая функциональную силу после освоения кроссовера.",2025-11-13T00:00:00Z
ref-landmine-press-02-reg,landmine-press,machine-chest-press-plate-loaded,Жим от груди в рычажном тренажере,regression,difficulty-adjustment,80,"Фиксированная траектория тренажера упрощает контроль движения и убирает требования к стабилизации корпуса стоя, позволяя отработать технику жима перед возвратом к лэндмайну.",2025-11-13T00:00:00Z
ref-machine-chest-press-plate-loaded-14-prog,machine-chest-press-plate-loaded,landmine-press,Жим лэндмайн,progression,skill-development,82,"Переход к лэндмайну требует стабилизации корпуса стоя и контроля уникальной траектории движения, развивая функциональную силу после освоения тренажера.",2025-11-13T00:00:00Z
ref-landmine-press-02-prog,landmine-press,trx-push-ups,Отжимания в TRX,progression,skill-development,85,"Переход к TRX петлям добавляет нестабильность и требует большего контроля корпуса, усложняя лэндмайн за счет необходимости стабилизации нестабильной опоры.",2025-11-13T00:00:00Z
ref-trx-push-ups-03-reg,trx-push-ups,landmine-press,Жим лэндмайн,regression,difficulty-adjustment,83,"Возврат к лэндмайну снижает нестабильность опоры, сохраняя функциональную нагрузку на грудь и стабилизацию корпуса стоя.",2025-11-13T00:00:00Z
ref-landmine-press-03-prog,landmine-press,hammer-chest-press-one-arm,Жим в хаммере одной рукой,progression,skill-development,87,"Односторонний жим в тренажере требует работы с полной нагрузкой на одну сторону и развивает максимальную стабильность корпуса, усложняя двусторонний лэндмайн.",2025-11-13T00:00:00Z
ref-hammer-chest-press-one-arm-06-reg,hammer-chest-press-one-arm,landmine-press,Жим лэндмайн,regression,difficulty-adjustment,84,"Возврат к двустороннему лэндмайну снижает одностороннюю нагрузку и требования к стабилизации, сохраняя функциональную работу стоя.",2025-11-13T00:00:00Z
ref-landmine-press-02-alt,landmine-press,standing-cable-crossover-press,Жим в кроссовере стоя,alternative,equipment-availability,82,"Жим в кроссовере стоя обеспечивает схожую функциональную нагрузку на грудь с постоянным натяжением кабелей, если нет доступа к лэндмайн-установке.",2025-11-13T00:00:00Z
ref-standing-cable-crossover-press-02-alt,standing-cable-crossover-press,landmine-press,Жим лэндмайн,alternative,equipment-availability,81,"Жим лэндмайн обеспечивает схожую функциональную нагрузку на грудь с уникальной траекторией движения, если доступна лэндмайн-установка.",2025-11-13T00:00:00Z
ref-landmine-press-03-alt,landmine-press,trx-push-ups,Отжимания в TRX,alternative,equipment-availability,80,"TRX петли обеспечивают схожую функциональную нагрузку на грудь с нестабильностью, развивая стабилизацию корпуса, если доступны петли TRX.",2025-11-13T00:00:00Z
ref-trx-push-ups-04-alt,trx-push-ups,landmine-press,Жим лэндмайн,alternative,equipment-availability,79,"Жим лэндмайн обеспечивает схожую функциональную нагрузку на грудь с уникальной траекторией движения, если нет доступа к TRX петлям или нужна более стабильная опора.",2025-11-13T00:00:00Z
ref-trx-push-ups-05-reg,trx-push-ups,push-ups,Отжимания от пола,regression,difficulty-adjustment,82,"Возврат к стабильной опоре на полу снижает требования к стабилизации корпуса и контролю нестабильности, позволяя отработать технику отжиманий перед переходом к TRX петлям.",2025-11-13T00:00:00Z
ref-push-ups-10-prog,push-ups,trx-push-ups,Отжимания в TRX,progression,skill-development,85,"Переход к TRX петлям добавляет нестабильность и требует большего контроля корпуса и стабилизации, развивая функциональную силу после освоения базовых отжиманий на стабильной поверхности.",2025-11-13T00:00:00Z
ref-trx-push-ups-06-alt,trx-push-ups,close-grip-push-ups,Отжимания с узкой постановкой рук,alternative,equipment-availability,78,"Отжимания с узкой постановкой рук обеспечивают схожую нагрузку на грудь и трицепсы без нестабильности, если нет доступа к TRX петлям или нужна более стабильная опора.",2025-11-13T00:00:00Z
ref-close-grip-push-ups-04-alt,close-grip-push-ups,trx-push-ups,Отжимания в TRX,alternative,equipment-availability,77,"TRX петли обеспечивают схожую функциональную нагрузку на грудь и трицепсы с нестабильностью, развивая стабилизацию корпуса, если доступны петли TRX.",2025-11-13T00:00:00Z
ref-diamond-push-ups-02-reg,diamond-push-ups,close-grip-push-ups,Отжимания с узкой постановкой рук,regression,difficulty-adjustment,84,"Отжимания с узкой постановкой рук снижают нагрузку на запястья и локти, упрощая выполнение за счет отсутствия необходимости формировать алмаз, позволяя отработать технику узкого хвата перед переходом к алмазным отжиманиям.",2025-11-13T00:00:00Z
ref-close-grip-push-ups-05-prog,close-grip-push-ups,diamond-push-ups,Алмазные отжимания,progression,skill-development,86,"Алмазные отжимания увеличивают акцент на трицепсы и внутреннюю часть груди за счет более узкой постановки рук в форме алмаза, требуя большей силы и гибкости запястий.",2025-11-13T00:00:00Z
ref-diamond-push-ups-03-prog,diamond-push-ups,push-ups-with-pause,Отжимания с паузой,progression,skill-development,88,"Отжимания с паузой увеличивают время под напряжением и требуют большей силы для начала движения вверх, усложняя алмазные отжимания за счет устранения рефлекторного сокращения мышц.",2025-11-13T00:00:00Z
ref-push-ups-with-pause-02-reg,push-ups-with-pause,diamond-push-ups,Алмазные отжимания,regression,difficulty-adjustment,85,"Возврат к алмазным отжиманиям убирает паузу в нижней точке, снижая требования к силе в статической фазе, но сохраняя акцент на трицепсы и внутреннюю часть груди.",2025-11-13T00:00:00Z
ref-diamond-push-ups-04-alt,diamond-push-ups,close-grip-push-ups,Отжимания с узкой постановкой рук,alternative,preference,82,"Отжимания с узкой постановкой рук обеспечивают схожую нагрузку на трицепсы и внутреннюю часть груди без чрезмерной нагрузки на запястья, если алмазная форма вызывает дискомфорт.",2025-11-13T00:00:00Z
ref-close-grip-push-ups-06-alt,close-grip-push-ups,diamond-push-ups,Алмазные отжимания,alternative,preference,83,"Алмазные отжимания обеспечивают более интенсивный акцент на трицепсы и внутреннюю часть груди за счет более узкой постановки рук в форме алмаза, если нужна более сложная альтернатива.",2025-11-13T00:00:00Z
ref-push-ups-with-pause-03-reg,push-ups-with-pause,push-ups,Отжимания от пола,regression,difficulty-adjustment,85,"Убирая паузу в нижней точке, возвращаемся к базовым отжиманиям, что снижает время под напряжением и требования к силе в статической фазе, позволяя восстановить технику и увеличить объем работы.",2025-11-13T00:00:00Z
ref-push-ups-11-prog,push-ups,push-ups-with-pause,Отжимания с паузой,progression,skill-development,86,"Добавление паузы на 2-3 секунды в нижней точке увеличивает время под напряжением и требует большей силы для начала движения вверх, развивая силу в нижней точке после освоения базовых отжиманий.",2025-11-13T00:00:00Z
ref-push-ups-with-pause-04-prog,push-ups-with-pause,decline-push-ups,Отжимания с наклоном - ноги на возвышении,progression,skill-development,87,"Добавление наклона с ногами на возвышении увеличивает нагрузку на верхнюю часть груди и плечи, усложняя упражнение с паузой за счет дополнительного сопротивления и требований к стабильности корпуса.",2025-11-13T00:00:00Z
ref-decline-push-ups-04-reg,decline-push-ups,push-ups-with-pause,Отжимания с паузой,regression,difficulty-adjustment,84,"Убирая наклон и возвращаясь к горизонтальной плоскости, снижаем нагрузку на плечи, сохраняя паузу в нижней точке для развития силы в статической фазе.",2025-11-13T00:00:00Z
ref-push-ups-with-pause-05-alt,push-ups-with-pause,close-grip-push-ups,Отжимания с узкой постановкой рук,alternative,preference,82,"Отжимания с узкой постановкой рук обеспечивают схожую силовую нагрузку с акцентом на трицепсы и внутреннюю часть груди без паузы, если нужна альтернатива с другим акцентом на мышцы.",2025-11-13T00:00:00Z
ref-close-grip-push-ups-07-alt,close-grip-push-ups,push-ups-with-pause,Отжимания с паузой,alternative,preference,83,"Отжимания с паузой обеспечивают схожую силовую нагрузку с увеличением времени под напряжением и развитием силы в нижней точке, если нужна альтернатива с темповым компонентом.",2025-11-13T00:00:00Z
ref-archer-push-ups-05-prog,archer-push-ups,one-arm-push-up,Отжимания на одной руке,progression,skill-development,90,"Отжимания на одной руке требуют максимальной односторонней силы и стабильности корпуса, развивая функциональную мощь после освоения отжиманий лучника с широкой постановкой рук.",2025-11-13T00:00:00Z
ref-one-arm-push-up-06-reg,one-arm-push-up,archer-push-ups,Отжимания лучника,regression,difficulty-adjustment,88,"Возврат к отжиманиям лучника снижает требования к силе за счет широкой постановки рук и смещения веса, сохраняя одностороннюю нагрузку и развитие координации.",2025-11-13T00:00:00Z
ref-archer-push-ups-06-alt,archer-push-ups,hammer-chest-press-one-arm,Жим в хаммере одной рукой,alternative,equipment-availability,82,"Жим в хаммере одной рукой обеспечивает одностороннюю работу в тренажере с фиксированной траекторией, если требуется тренировка в зале или уменьшить требования к стабилизации корпуса при сохранении односторонней нагрузки.",2025-11-13T00:00:00Z
ref-hammer-chest-press-one-arm-07-alt,hammer-chest-press-one-arm,archer-push-ups,Отжимания лучника,alternative,equipment-availability,81,"Отжимания лучника обеспечивают одностороннюю работу с собственным весом и развитием стабилизации корпуса, если нет доступа к тренажеру или нужна тренировка вне зала с акцентом на функциональную силу.",2025-11-13T00:00:00Z
ref-barbell-floor-press-05-reg,barbell-floor-press,smith-machine-bench-press,Жим лежа в машине Смита,regression,difficulty-adjustment,82,"Фиксированная траектория машины Смита упрощает контроль движения и снижает требования к силе фиксации, позволяя отработать технику жима перед возвратом к ограниченной амплитуде на полу.",2025-11-13T00:00:00Z
ref-smith-machine-bench-press-10-prog,smith-machine-bench-press,barbell-floor-press,Жим штанги лежа на полу,progression,skill-development,84,"Ограниченная амплитуда на полу требует большей силы в верхней точке и контроля лопаток, усложняя жим в машине Смита за счет необходимости развивать силу фиксации.",2025-11-13T00:00:00Z
ref-barbell-floor-press-06-reg,barbell-floor-press,dumbbell-bench-press-flat,Жим гантелей лежа на горизонтальной скамье,regression,difficulty-adjustment,83,"Гантели на скамье обеспечивают полную амплитуду движения и снижают требования к силе фиксации, позволяя отработать технику жима перед возвратом к ограниченной амплитуде на полу.",2025-11-13T00:00:00Z
ref-dumbbell-bench-press-flat-08-prog,dumbbell-bench-press-flat,barbell-floor-press,Жим штанги лежа на полу,progression,skill-development,85,"Ограниченная амплитуда на полу требует большей силы в верхней точке и контроля лопаток, усложняя жим гантелей за счет необходимости развивать силу фиксации при работе с тяжелыми весами.",2025-11-13T00:00:00Z
ref-barbell-floor-press-05-prog,barbell-floor-press,barbell-bench-press,Жим штанги лежа на горизонтальной скамье,progression,skill-development,88,"Полная амплитуда движения на скамье требует большей силы и контроля на всем протяжении движения, усложняя жим на полу за счет необходимости контролировать траекторию в полном диапазоне.",2025-11-13T00:00:00Z
ref-barbell-bench-press-09-reg,barbell-bench-press,barbell-floor-press,Жим штанги лежа на полу,regression,difficulty-adjustment,85,"Ограниченная амплитуда на полу снижает требования к контролю траектории и позволяет сосредоточиться на силе фиксации, если полная амплитуда временно вызывает дискомфорт в плечах.",2025-11-13T00:00:00Z
ref-barbell-floor-press-06-alt,barbell-floor-press,barbell-bench-press,Жим штанги лежа на горизонтальной скамье,alternative,equipment-availability,86,"Классический жим штанги обеспечивает полную амплитуду движения и схожую силовую нагрузку на грудь, если доступна скамья и нужна работа по полному диапазону.",2025-11-13T00:00:00Z
ref-barbell-bench-press-10-alt,barbell-bench-press,barbell-floor-press,Жим штанги лежа на полу,alternative,injury-management,84,"Жим на полу обеспечивает ограниченную амплитуду и снижает нагрузку на плечевые суставы, сохраняя силовую работу на грудь и трицепсы, если полная амплитуда вызывает дискомфорт.",2025-11-13T00:00:00Z
ref-barbell-floor-press-07-alt,barbell-floor-press,neutral-grip-barbell-bench-press,Жим штанги с нейтральным хватом,alternative,injury-management,83,"Нейтральный хват обеспечивает более безопасное положение плеч и схожую силовую нагрузку на грудь, если нужна альтернатива с меньшей нагрузкой на суставы при работе со штангой.",2025-11-13T00:00:00Z
ref-neutral-grip-barbell-bench-press-05-alt,neutral-grip-barbell-bench-press,barbell-floor-press,Жим штанги лежа на полу,alternative,equipment-availability,82,"Жим на полу обеспечивает ограниченную амплитуду и схожую силовую нагрузку на грудь, если нужна альтернатива с акцентом на силу фиксации при работе со штангой.",2025-11-13T00:00:00Z
ref-hammer-strength-chest-press-03-reg,hammer-strength-chest-press,machine-chest-press-plate-loaded,Жим от груди в рычажном тренажере,regression,difficulty-adjustment,81,"Базовый рычажный тренажер упрощает контроль движения и снижает требования к стабилизации, позволяя отработать технику жима перед возвратом к тренажеру Хаммер с независимыми рычагами.",2025-11-13T00:00:00Z
ref-machine-chest-press-plate-loaded-15-prog,machine-chest-press-plate-loaded,hammer-strength-chest-press,Жим от груди в тренажёре Хаммер (двусторонний),progression,skill-development,83,"Независимые рычаги тренажера Хаммер требуют большей стабилизации и симметричной работы рук, усложняя базовый тренажер за счет необходимости контролировать каждую руку отдельно.",2025-11-13T00:00:00Z
ref-hammer-strength-chest-press-04-reg,hammer-strength-chest-press,incline-push-ups,Отжимания с наклоном - руки на возвышении,regression,difficulty-adjustment,75,"Отжимания с наклоном позволяют отработать траекторию жима без веса и развить базовую силу верхней части груди перед переходом к тренажеру, если нужна тренировка вне зала.",2025-11-13T00:00:00Z
ref-incline-push-ups-06-prog,incline-push-ups,hammer-strength-chest-press,Жим от груди в тренажёре Хаммер (двусторонний),progression,skill-development,80,"Тренажер Хаммер добавляет сопротивление и требует стабилизации при работе с независимыми рычагами, развивая силу груди после освоения отжиманий с наклоном.",2025-11-13T00:00:00Z
ref-hammer-strength-chest-press-05-prog,hammer-strength-chest-press,barbell-bench-press,Жим штанги лежа на горизонтальной скамье,progression,skill-development,87,"Свободная штанга требует контроля траектории и стабилизации, усложняя тренажер за счет необходимости контролировать движение без фиксированной траектории и независимых рычагов.",2025-11-13T00:00:00Z
ref-barbell-bench-press-11-reg,barbell-bench-press,hammer-strength-chest-press,Жим от груди в тренажёре Хаммер (двусторонний),regression,difficulty-adjustment,84,"Тренажер Хаммер упрощает контроль траектории и снижает требования к стабилизации, позволяя отработать технику жима перед возвратом к свободной штанге, если техника временно страдает.",2025-11-13T00:00:00Z
ref-hammer-strength-chest-press-06-prog,hammer-strength-chest-press,dumbbell-bench-press-flat,Жим гантелей лежа на горизонтальной скамье,progression,skill-development,85,"Свободные гантели требуют большей стабилизации и контроля, усложняя тренажер за счет необходимости контролировать движение каждой рукой независимо без фиксированной траектории.",2025-11-13T00:00:00Z
ref-dumbbell-bench-press-flat-09-reg,dumbbell-bench-press-flat,hammer-strength-chest-press,Жим от груди в тренажёре Хаммер (двусторонний),regression,difficulty-adjustment,83,"Тренажер Хаммер упрощает контроль движения и снижает требования к стабилизации, позволяя отработать технику жима перед возвратом к свободным гантелям, если техника временно страдает.",2025-11-13T00:00:00Z
ref-hammer-strength-chest-press-07-alt,hammer-strength-chest-press,dumbbell-bench-press-flat,Жим гантелей лежа на горизонтальной скамье,alternative,equipment-availability,84,"Гантели обеспечивают большую амплитуду движения и независимую работу рук, сохраняя схожую нагрузку на грудь, если тренажер Хаммер недоступен или нужна работа со свободными весами.",2025-11-13T00:00:00Z
ref-dumbbell-bench-press-flat-10-alt,dumbbell-bench-press-flat,hammer-strength-chest-press,Жим от груди в тренажёре Хаммер (двусторонний),alternative,equipment-availability,83,"Тренажер Хаммер обеспечивает фиксированную траекторию и безопасную работу без страховщика, сохраняя схожую нагрузку на грудь, если доступен тренажер или нужна более стабильная опора.",2025-11-13T00:00:00Z
ref-hammer-strength-chest-press-08-alt,hammer-strength-chest-press,incline-hammer-strength-press,Жим в наклонном тренажере Хаммер,alternative,preference,85,"Наклонный тренажер Хаммер сохраняет независимые рычаги и безопасную работу, но смещает акцент на верхнюю часть груди, если нужна вариация с другим углом нагрузки.",2025-11-13T00:00:00Z
ref-incline-hammer-strength-press-03-alt,incline-hammer-strength-press,hammer-strength-chest-press,Жим от груди в тренажёре Хаммер (двусторонний),alternative,preference,84,"Горизонтальный тренажер Хаммер сохраняет независимые рычаги и безопасную работу, но смещает акцент на среднюю часть груди, если нужна вариация с другим углом нагрузки.",2025-11-13T00:00:00Z
ref-standing-cable-crossover-press-01-reg,standing-cable-crossover-press,machine-chest-press-plate-loaded,Жим от груди в рычажном тренажере,regression,difficulty-adjustment,82,"Фиксированная траектория тренажера упрощает контроль движения и убирает требования к стабилизации корпуса стоя, позволяя отработать технику жима перед возвратом к функциональному варианту в кроссовере.",2025-11-13T00:00:00Z
ref-machine-chest-press-plate-loaded-16-prog,machine-chest-press-plate-loaded,standing-cable-crossover-press,Жим в кроссовере стоя,progression,skill-development,84,"Переход к кроссоверу стоя добавляет требования к стабилизации корпуса и контролю движения стоя, развивая функциональную силу после освоения тренажера.",2025-11-13T00:00:00Z
ref-standing-cable-crossover-press-02-reg,standing-cable-crossover-press,smith-machine-bench-press,Жим лежа в машине Смита,regression,difficulty-adjustment,81,"Лежачее положение в машине Смита убирает требования к стабилизации корпуса стоя и упрощает контроль траектории, позволяя отработать технику жима перед возвратом к функциональному варианту в кроссовере.",2025-11-13T00:00:00Z
ref-smith-machine-bench-press-11-prog,smith-machine-bench-press,standing-cable-crossover-press,Жим в кроссовере стоя,progression,skill-development,83,"Переход к кроссоверу стоя добавляет требования к стабилизации корпуса и контролю движения стоя, развивая функциональную силу после освоения жима в машине Смита.",2025-11-13T00:00:00Z
ref-standing-cable-crossover-press-03-reg,standing-cable-crossover-press,incline-push-ups,Отжимания с наклоном - руки на возвышении,regression,difficulty-adjustment,78,"Отжимания с наклоном позволяют отработать траекторию жима без веса и развить базовую силу верхней части груди перед переходом к отягощениям в кроссовере.",2025-11-13T00:00:00Z
ref-incline-push-ups-07-prog,incline-push-ups,standing-cable-crossover-press,Жим в кроссовере стоя,progression,skill-development,80,"Переход к кроссоверу стоя добавляет сопротивление и требования к стабилизации корпуса, развивая функциональную силу после освоения отжиманий с наклоном.",2025-11-13T00:00:00Z
ref-standing-cable-crossover-press-03-prog,standing-cable-crossover-press,trx-push-ups,Отжимания в TRX,progression,skill-development,85,"Переход к TRX петлям добавляет нестабильность и требует большего контроля корпуса, усложняя кроссовер за счет необходимости стабилизации нестабильной опоры.",2025-11-13T00:00:00Z
ref-trx-push-ups-07-reg,trx-push-ups,standing-cable-crossover-press,Жим в кроссовере стоя,regression,difficulty-adjustment,83,"Возврат к кроссоверу стоя снижает нестабильность опоры, сохраняя функциональную нагрузку на грудь и стабилизацию корпуса стоя.",2025-11-13T00:00:00Z
